准确性权重,连续等待权重,不稳定权重,胜出方案,最小综合风险
0.32,0.2,0.4799999999999999,18/22,0.09680954012288588
0.32,0.21,0.47,18/22,0.10093741599233477
0.32,0.22,0.45999999999999996,16/18,0.10504807948264734
0.32,0.23,0.44999999999999996,16/18,0.10686916027451465
0.32,0.24,0.43999999999999995,16/18,0.10869024106638195
0.32,0.25,0.42999999999999994,16/18,0.11051132185824925
0.32,0.26,0.41999999999999993,16/18,0.11233240265011657
0.32,0.27,0.4099999999999999,16/18,0.11415348344198388
0.32,0.28,0.3999999999999999,16/18,0.11597456423385119
0.32,0.29,0.38999999999999996,16/18,0.11779564502571849
0.32,0.3,0.37999999999999995,16/18,0.1196167258175858
0.32,0.31,0.36999999999999994,16/18,0.12143780660945311
0.32,0.32,0.35999999999999993,16/18,0.12325888740132042
0.32,0.33,0.3499999999999999,16/18,0.12507996819318773
0.32,0.34,0.3399999999999999,16/18,0.12690104898505503
0.32,0.35000000000000003,0.3299999999999999,16/18,0.12872212977692235
0.32,0.36,0.31999999999999995,16/18,0.13054321056878965
0.32,0.37,0.30999999999999994,16/18,0.13236429136065694
0.32,0.38,0.29999999999999993,16/18,0.13418537215252427
0.32,0.39,0.2899999999999999,16/18,0.13600645294439156
0.32,0.4,0.2799999999999999,16/18,0.1378275337362589
0.32,0.41000000000000003,0.2699999999999999,16/18,0.13964861452812619
0.32,0.42,0.25999999999999995,16/18,0.14146969531999348
0.32,0.43,0.24999999999999994,16/18,0.14329077611186078
0.32,0.44,0.23999999999999994,16/18,0.1451118569037281
0.32,0.45,0.22999999999999993,16/18,0.14693293769559543
0.32,0.46,0.21999999999999992,16/18,0.14875401848746272
0.32,0.47000000000000003,0.2099999999999999,16/18,0.15057509927933005
0.32,0.48,0.19999999999999996,15/18,0.15132648290798645
0.32,0.49,0.18999999999999995,15/18,0.1514723898100731
0.32,0.5,0.17999999999999994,15/18,0.1516182967121598
0.32,0.51,0.16999999999999993,15/18,0.15176420361424647
0.32,0.52,0.15999999999999992,15/18,0.15191011051633313
0.32,0.53,0.1499999999999999,15/18,0.15205601741841981
0.32,0.54,0.1399999999999999,15/18,0.1522019243205065
0.32,0.55,0.1299999999999999,15/18,0.15234783122259318
0.32,0.56,0.11999999999999988,15/18,0.15249373812467984
0.32,0.5700000000000001,0.10999999999999988,15/18,0.15263964502676652
0.32,0.58,0.09999999999999998,15/18,0.1527855519288532
0.32,0.59,0.08999999999999997,15/18,0.1529314588309399
0.32,0.6,0.07999999999999996,15/18,0.15307736573302655
0.32,0.61,0.06999999999999995,15/18,0.15322327263511323
0.32,0.62,0.05999999999999994,15/18,0.15336917953719992
0.32,0.63,0.04999999999999993,15/18,0.1535150864392866
0.32,0.64,0.039999999999999925,15/18,0.1536609933413733
0.32,0.65,0.029999999999999916,15/18,0.15380690024345994
0.32,0.66,0.019999999999999907,15/18,0.15395280714554663
0.32,0.67,0.009999999999999898,15/18,0.1540987140476333
0.32,0.68,-1.1102230246251565e-16,15/18,0.15424462094971997
0.33,0.0,0.6699999999999999,18/22,0.014697398444342428
0.33,0.01,0.6599999999999999,18/22,0.01882527431379133
0.33,0.02,0.6499999999999999,18/22,0.022953150183240234
0.33,0.03,0.6399999999999999,18/22,0.02708102605268914
0.33,0.04,0.6299999999999999,18/22,0.03120890192213804
0.33,0.05,0.6199999999999999,18/22,0.03533677779158695
0.33,0.06,0.6099999999999999,18/22,0.039464653661035846
0.33,0.07,0.5999999999999999,18/22,0.04359252953048475
0.33,0.08,0.59,18/22,0.04772040539993365
0.33,0.09,0.58,18/22,0.051848281269382554
0.33,0.1,0.57,18/22,0.05597615713883146
0.33,0.11,0.5599999999999999,18/22,0.060104033008280364
0.33,0.12,0.5499999999999999,18/22,0.06423190887772927
0.33,0.13,0.5399999999999999,18/22,0.06835978474717817
0.33,0.14,0.5299999999999999,18/22,0.07248766061662708
0.33,0.15,0.5199999999999999,18/22,0.07661553648607597
0.33,0.16,0.5099999999999999,18/22,0.08074341235552487
0.33,0.17,0.4999999999999999,18/22,0.08487128822497378
0.33,0.18,0.48999999999999994,18/22,0.08899916409442268
0.33,0.19,0.4799999999999999,18/22,0.09312703996387159
0.33,0.2,0.4699999999999999,18/22,0.0972549158333205
0.33,0.21,0.45999999999999996,18/22,0.10138279170276938
0.33,0.22,0.44999999999999996,16/18,0.10520383892207129
0.33,0.23,0.43999999999999995,16/18,0.1070249197139386
0.33,0.24,0.42999999999999994,16/18,0.1088460005058059
0.33,0.25,0.41999999999999993,16/18,0.11066708129767322
0.33,0.26,0.4099999999999999,16/18,0.11248816208954052
0.33,0.27,0.3999999999999999,16/18,0.11430924288140783
0.33,0.28,0.3899999999999999,16/18,0.11613032367327514
0.33,0.29,0.37999999999999995,16/18,0.11795140446514243
0.33,0.3,0.36999999999999994,16/18,0.11977248525700974
0.33,0.31,0.35999999999999993,16/18,0.12159356604887706
0.33,0.32,0.3499999999999999,16/18,0.12341464684074437
0.33,0.33,0.3399999999999999,16/18,0.12523572763261168
0.33,0.34,0.3299999999999999,16/18,0.12705680842447897
0.33,0.35000000000000003,0.3199999999999999,16/18,0.1288778892163463
0.33,0.36,0.30999999999999994,16/18,0.1306989700082136
0.33,0.37,0.29999999999999993,16/18,0.1325200508000809
0.33,0.38,0.2899999999999999,16/18,0.13434113159194822
0.33,0.39,0.2799999999999999,16/18,0.13616221238381554
0.33,0.4,0.2699999999999999,16/18,0.13798329317568284
0.33,0.41000000000000003,0.2599999999999999,16/18,0.13980437396755013
0.33,0.42,0.24999999999999994,16/18,0.14162545475941743
0.33,0.43,0.23999999999999994,16/18,0.14344653555128475
0.33,0.44,0.22999999999999993,16/18,0.14526761634315208
0.33,0.45,0.21999999999999992,16/18,0.14708869713501938
0.33,0.46,0.2099999999999999,16/18,0.1489097779268867
0.33,0.47000000000000003,0.1999999999999999,15/18,0.15037816824364433
0.33,0.48,0.18999999999999995,15/18,0.15052407514573102
0.33,0.49,0.17999999999999994,15/18,0.15066998204781767
0.33,0.5,0.16999999999999993,15/18,0.15081588894990436
0.33,0.51,0.15999999999999992,15/18,0.15096179585199104
0.33,0.52,0.1499999999999999,15/18,0.1511077027540777
0.33,0.53,0.1399999999999999,15/18,0.15125360965616438
0.33,0.54,0.1299999999999999,15/18,0.15139951655825104
0.33,0.55,0.11999999999999988,15/18,0.15154542346033772
0.33,0.56,0.10999999999999988,15/18,0.15169133036242438
0.33,0.5700000000000001,0.09999999999999987,15/18,0.1518372372645111
0.33,0.58,0.08999999999999997,15/18,0.15198314416659778
0.33,0.59,0.07999999999999996,15/18,0.15212905106868443
0.33,0.6,0.06999999999999995,15/18,0.15227495797077112
0.33,0.61,0.05999999999999994,15/18,0.15242086487285778
0.33,0.62,0.04999999999999993,15/18,0.15256677177494446
0.33,0.63,0.039999999999999925,15/18,0.15271267867703117
0.33,0.64,0.029999999999999916,15/18,0.15285858557911783
0.33,0.65,0.019999999999999907,15/18,0.1530044924812045
0.33,0.66,0.009999999999999898,15/18,0.15315039938329117
0.33,0.67,-1.1102230246251565e-16,15/18,0.15329630628537785
0.34,0.0,0.6599999999999999,18/22,0.015142774154777047
0.34,0.01,0.6499999999999999,18/22,0.019270650024225948
0.34,0.02,0.6399999999999999,18/22,0.023398525893674853
0.34,0.03,0.6299999999999999,18/22,0.027526401763123758
0.34,0.04,0.6199999999999999,18/22,0.031654277632572655
0.34,0.05,0.6099999999999999,18/22,0.03578215350202156
0.34,0.06,0.5999999999999999,18/22,0.039910029371470465
0.34,0.07,0.5899999999999999,18/22,0.04403790524091937
0.34,0.08,0.58,18/22,0.048165781110368275
0.34,0.09,0.57,18/22,0.05229365697981718
0.34,0.1,0.5599999999999999,18/22,0.056421532849266084
0.34,0.11,0.5499999999999999,18/22,0.060549408718714975
0.34,0.12,0.5399999999999999,18/22,0.06467728458816388
0.34,0.13,0.5299999999999999,18/22,0.06880516045761279
0.34,0.14,0.5199999999999999,18/22,0.07293303632706169
0.34,0.15,0.5099999999999999,18/22,0.0770609121965106
0.34,0.16,0.4999999999999999,18/22,0.0811887880659595
0.34,0.17,0.4899999999999999,18/22,0.0853166639354084
0.34,0.18,0.4799999999999999,18/22,0.08944453980485731
0.34,0.19,0.4699999999999999,18/22,0.09357241567430621
0.34,0.2,0.4599999999999999,18/22,0.09770029154375512
0.34,0.21,0.44999999999999996,18/22,0.10182816741320401
0.34,0.22,0.43999999999999995,16/18,0.10535959836149525
0.34,0.23,0.42999999999999994,16/18,0.10718067915336255
0.34,0.24,0.41999999999999993,16/18,0.10900175994522987
0.34,0.25,0.4099999999999999,16/18,0.11082284073709717
0.34,0.26,0.3999999999999999,16/18,0.11264392152896448
0.34,0.27,0.3899999999999999,16/18,0.11446500232083179
0.34,0.28,0.3799999999999999,16/18,0.11628608311269911
0.34,0.29,0.36999999999999994,16/18,0.1181071639045664
0.34,0.3,0.35999999999999993,16/18,0.1199282446964337
0.34,0.31,0.3499999999999999,16/18,0.12174932548830102
0.34,0.32,0.3399999999999999,16/18,0.12357040628016833
0.34,0.33,0.3299999999999999,16/18,0.12539148707203562
0.34,0.34,0.3199999999999999,16/18,0.12721256786390295
0.34,0.35000000000000003,0.3099999999999999,16/18,0.12903364865577027
0.34,0.36,0.29999999999999993,16/18,0.13085472944763757
0.34,0.37,0.2899999999999999,16/18,0.13267581023950487
0.34,0.38,0.2799999999999999,16/18,0.1344968910313722
0.34,0.39,0.2699999999999999,16/18,0.1363179718232395
0.34,0.4,0.2599999999999999,16/18,0.1381390526151068
0.34,0.41000000000000003,0.2499999999999999,16/18,0.1399601334069741
0.34,0.42,0.23999999999999994,16/18,0.1417812141988414
0.34,0.43,0.22999999999999993,16/18,0.14360229499070873
0.34,0.44,0.21999999999999992,16/18,0.14542337578257603
0.34,0.45,0.2099999999999999,16/18,0.14724445657444332
0.34,0.46,0.1999999999999999,16/18,0.14906553736631062
0.34,0.47000000000000003,0.1899999999999999,15/18,0.14957576048138888
0.34,0.48,0.17999999999999994,15/18,0.14972166738347556
0.34,0.49,0.16999999999999993,15/18,0.14986757428556224
0.34,0.5,0.15999999999999992,15/18,0.1500134811876489
0.34,0.51,0.1499999999999999,15/18,0.15015938808973558
0.34,0.52,0.1399999999999999,15/18,0.15030529499182227
0.34,0.53,0.1299999999999999,15/18,0.15045120189390893
0.34,0.54,0.11999999999999988,15/18,0.1505971087959956
0.34,0.55,0.10999999999999988,15/18,0.1507430156980823
0.34,0.56,0.09999999999999987,15/18,0.15088892260016898
0.34,0.5700000000000001,0.08999999999999986,15/18,0.15103482950225566
0.34,0.58,0.07999999999999996,15/18,0.15118073640434232
0.34,0.59,0.06999999999999995,15/18,0.151326643306429
0.34,0.6,0.05999999999999994,15/18,0.15147255020851566
0.34,0.61,0.04999999999999993,15/18,0.15161845711060234
0.34,0.62,0.039999999999999925,15/18,0.15176436401268903
0.34,0.63,0.029999999999999916,15/18,0.1519102709147757
0.34,0.64,0.019999999999999907,15/18,0.1520561778168624
0.34,0.65,0.009999999999999898,15/18,0.15220208471894905
0.34,0.66,-1.1102230246251565e-16,15/18,0.15234799162103574
0.35000000000000003,0.0,0.6499999999999999,18/22,0.015588149865211665
0.35000000000000003,0.01,0.6399999999999999,18/22,0.019716025734660567
0.35000000000000003,0.02,0.6299999999999999,18/22,0.02384390160410947
0.35000000000000003,0.03,0.6199999999999999,18/22,0.027971777473558376
0.35000000000000003,0.04,0.6099999999999999,18/22,0.03209965334300728
0.35000000000000003,0.05,0.5999999999999999,18/22,0.036227529212456186
0.35000000000000003,0.06,0.5899999999999999,18/22,0.040355405081905084
0.35000000000000003,0.07,0.5799999999999998,18/22,0.04448328095135399
0.35000000000000003,0.08,0.57,18/22,0.04861115682080289
0.35000000000000003,0.09,0.5599999999999999,18/22,0.05273903269025179
0.35000000000000003,0.1,0.5499999999999999,18/22,0.056866908559700696
0.35000000000000003,0.11,0.5399999999999999,18/22,0.0609947844291496
0.35000000000000003,0.12,0.5299999999999999,18/22,0.0651226602985985
0.35000000000000003,0.13,0.5199999999999999,18/22,0.06925053616804741
0.35000000000000003,0.14,0.5099999999999999,18/22,0.07337841203749632
0.35000000000000003,0.15,0.4999999999999999,18/22,0.0775062879069452
0.35000000000000003,0.16,0.4899999999999999,18/22,0.08163416377639411
0.35000000000000003,0.17,0.47999999999999987,18/22,0.08576203964584302
0.35000000000000003,0.18,0.4699999999999999,18/22,0.08988991551529192
0.35000000000000003,0.19,0.4599999999999999,18/22,0.09401779138474083
0.35000000000000003,0.2,0.4499999999999999,18/22,0.09814566725418973
0.35000000000000003,0.21,0.43999999999999995,18/22,0.10227354312363862
0.35000000000000003,0.22,0.42999999999999994,16/18,0.1055153578009192
0.35000000000000003,0.23,0.41999999999999993,16/18,0.10733643859278652
0.35000000000000003,0.24,0.4099999999999999,16/18,0.10915751938465382
0.35000000000000003,0.25,0.3999999999999999,16/18,0.11097860017652111
0.35000000000000003,0.26,0.3899999999999999,16/18,0.11279968096838842
0.35000000000000003,0.27,0.3799999999999999,16/18,0.11462076176025573
0.35000000000000003,0.28,0.3699999999999999,16/18,0.11644184255212306
0.35000000000000003,0.29,0.35999999999999993,16/18,0.11826292334399034
0.35000000000000003,0.3,0.3499999999999999,16/18,0.12008400413585765
0.35000000000000003,0.31,0.3399999999999999,16/18,0.12190508492772498
0.35000000000000003,0.32,0.3299999999999999,16/18,0.12372616571959229
0.35000000000000003,0.33,0.3199999999999999,16/18,0.12554724651145957
0.35000000000000003,0.34,0.3099999999999999,16/18,0.1273683273033269
0.35000000000000003,0.35000000000000003,0.2999999999999999,16/18,0.12918940809519422
0.35000000000000003,0.36,0.2899999999999999,16/18,0.13101048888706152
0.35000000000000003,0.37,0.2799999999999999,16/18,0.1328315696789288
0.35000000000000003,0.38,0.2699999999999999,16/18,0.1346526504707961
0.35000000000000003,0.39,0.2599999999999999,16/18,0.13647373126266343
0.35000000000000003,0.4,0.2499999999999999,16/18,0.13829481205453076
0.35000000000000003,0.41000000000000003,0.23999999999999988,16/18,0.14011589284639805
0.35000000000000003,0.42,0.22999999999999993,16/18,0.14193697363826538
0.35000000000000003,0.43,0.21999999999999992,16/18,0.14375805443013268
0.35000000000000003,0.44,0.2099999999999999,16/18,0.145579135222
0.35000000000000003,0.45,0.1999999999999999,16/18,0.14740021601386727
0.35000000000000003,0.46,0.1899999999999999,15/18,0.14862744581704673
0.35000000000000003,0.47000000000000003,0.17999999999999988,15/18,0.14877335271913344
0.35000000000000003,0.48,0.16999999999999993,15/18,0.1489192596212201
0.35000000000000003,0.49,0.15999999999999992,15/18,0.1490651665233068
0.35000000000000003,0.5,0.1499999999999999,15/18,0.14921107342539347
0.35000000000000003,0.51,0.1399999999999999,15/18,0.14935698032748015
0.35000000000000003,0.52,0.1299999999999999,15/18,0.1495028872295668
0.35000000000000003,0.53,0.11999999999999988,15/18,0.1496487941316535
0.35000000000000003,0.54,0.10999999999999988,15/18,0.14979470103374015
0.35000000000000003,0.55,0.09999999999999987,15/18,0.14994060793582686
0.35000000000000003,0.56,0.08999999999999986,15/18,0.15008651483791352
0.35000000000000003,0.5700000000000001,0.07999999999999985,15/18,0.1502324217400002
0.35000000000000003,0.58,0.06999999999999995,15/18,0.1503783286420869
0.35000000000000003,0.59,0.05999999999999994,15/18,0.15052423554417355
0.35000000000000003,0.6,0.04999999999999993,15/18,0.15067014244626023
0.35000000000000003,0.61,0.039999999999999925,15/18,0.15081604934834691
0.35000000000000003,0.62,0.029999999999999916,15/18,0.1509619562504336
0.35000000000000003,0.63,0.019999999999999907,15/18,0.15110786315252028
0.35000000000000003,0.64,0.009999999999999898,15/18,0.15125377005460694
0.35000000000000003,0.65,-1.1102230246251565e-16,15/18,0.15139967695669362
0.36,0.0,0.64,18/22,0.016033525575646284
0.36,0.01,0.63,18/22,0.020161401445095185
0.36,0.02,0.62,18/22,0.02428927731454409
0.36,0.03,0.61,18/22,0.028417153183992995
0.36,0.04,0.6,18/22,0.03254502905344189
0.36,0.05,0.59,18/22,0.0366729049228908
0.36,0.06,0.5800000000000001,18/22,0.0408007807923397
0.36,0.07,0.5700000000000001,18/22,0.04492865666178861
0.36,0.08,0.56,18/22,0.04905653253123751
0.36,0.09,0.55,18/22,0.05318440840068642
0.36,0.1,0.54,18/22,0.05731228427013532
0.36,0.11,0.53,18/22,0.06144016013958421
0.36,0.12,0.52,18/22,0.06556803600903312
0.36,0.13,0.51,18/22,0.06969591187848202
0.36,0.14,0.5,18/22,0.07382378774793093
0.36,0.15,0.49,18/22,0.07795166361737983
0.36,0.16,0.48,18/22,0.08207953948682874
0.36,0.17,0.47,18/22,0.08620741535627764
0.36,0.18,0.46,18/22,0.09033529122572655
0.36,0.19,0.45,18/22,0.09446316709517545
0.36,0.2,0.44,18/22,0.09859104296462436
0.36,0.21,0.43000000000000005,18/22,0.10271891883407325
0.36,0.22,0.42000000000000004,16/18,0.10567111724034316
0.36,0.23,0.41000000000000003,16/18,0.10749219803221047
0.36,0.24,0.4,16/18,0.10931327882407776
0.36,0.25,0.39,16/18,0.11113435961594509
0.36,0.26,0.38,16/18,0.11295544040781239
0.36,0.27,0.37,16/18,0.1147765211996797
0.36,0.28,0.36,16/18,0.116597601991547
0.36,0.29,0.35000000000000003,16/18,0.1184186827834143
0.36,0.3,0.34,16/18,0.12023976357528161
0.36,0.31,0.33,16/18,0.12206084436714892
0.36,0.32,0.32,16/18,0.12388192515901623
0.36,0.33,0.31,16/18,0.12570300595088355
0.36,0.34,0.3,16/18,0.12752408674275084
0.36,0.35000000000000003,0.29,16/18,0.12934516753461817
0.36,0.36,0.28,16/18,0.13116624832648546
0.36,0.37,0.27,16/18,0.13298732911835276
0.36,0.38,0.26,16/18,0.13480840991022008
0.36,0.39,0.25,16/18,0.1366294907020874
0.36,0.4,0.24,16/18,0.1384505714939547
0.36,0.41000000000000003,0.22999999999999998,16/18,0.14027165228582203
0.36,0.42,0.22000000000000003,16/18,0.1420927330776893
0.36,0.43,0.21000000000000002,16/18,0.14391381386955662
0.36,0.44,0.2,16/18,0.14573489466142395
0.36,0.45,0.19,16/18,0.14755597545329124
0.36,0.46,0.18,15/18,0.14782503805479133
0.36,0.47000000000000003,0.16999999999999998,15/18,0.14797094495687801
0.36,0.48,0.16000000000000003,15/18,0.1481168518589647
0.36,0.49,0.15000000000000002,15/18,0.14826275876105136
0.36,0.5,0.14,15/18,0.14840866566313804
0.36,0.51,0.13,15/18,0.14855457256522472
0.36,0.52,0.12,15/18,0.14870047946731138
0.36,0.53,0.10999999999999999,15/18,0.14884638636939806
0.36,0.54,0.09999999999999998,15/18,0.14899229327148475
0.36,0.55,0.08999999999999997,15/18,0.14913820017357143
0.36,0.56,0.07999999999999996,15/18,0.1492841070756581
0.36,0.5700000000000001,0.06999999999999995,15/18,0.14943001397774477
0.36,0.58,0.06000000000000005,15/18,0.14957592087983146
0.36,0.59,0.050000000000000044,15/18,0.14972182778191812
0.36,0.6,0.040000000000000036,15/18,0.1498677346840048
0.36,0.61,0.030000000000000027,15/18,0.15001364158609148
0.36,0.62,0.020000000000000018,15/18,0.15015954848817817
0.36,0.63,0.010000000000000009,15/18,0.15030545539026485
0.36,0.64,0.0,15/18,0.1504513622923515
0.37,0.0,0.63,18/22,0.016478901286080903
0.37,0.01,0.62,18/22,0.020606777155529804
0.37,0.02,0.61,18/22,0.02473465302497871
0.37,0.03,0.6,18/22,0.028862528894427614
0.37,0.04,0.59,18/22,0.03299040476387652
0.37,0.05,0.58,18/22,0.03711828063332542
0.37,0.06,0.5700000000000001,18/22,0.04124615650277432
0.37,0.07,0.56,18/22,0.045374032372223226
0.37,0.08,0.55,18/22,0.049501908241672124
0.37,0.09,0.54,18/22,0.05362978411112103
0.37,0.1,0.53,18/22,0.057757659980569934
0.37,0.11,0.52,18/22,0.06188553585001884
0.37,0.12,0.51,18/22,0.06601341171946774
0.37,0.13,0.5,18/22,0.07014128758891665
0.37,0.14,0.49,18/22,0.07426916345836555
0.37,0.15,0.48,18/22,0.07839703932781444
0.37,0.16,0.47,18/22,0.08252491519726335
0.37,0.17,0.45999999999999996,18/22,0.08665279106671225
0.37,0.18,0.45,18/22,0.09078066693616116
0.37,0.19,0.44,18/22,0.09490854280561006
0.37,0.2,0.43,18/22,0.09903641867505897
0.37,0.21,0.42000000000000004,18/22,0.10316429454450786
0.37,0.22,0.41000000000000003,16/18,0.1058268766797671
0.37,0.23,0.4,16/18,0.10764795747163441
0.37,0.24,0.39,16/18,0.10946903826350174
0.37,0.25,0.38,16/18,0.11129011905536904
0.37,0.26,0.37,16/18,0.11311119984723633
0.37,0.27,0.36,16/18,0.11493228063910364
0.37,0.28,0.35,16/18,0.11675336143097095
0.37,0.29,0.34,16/18,0.11857444222283825
0.37,0.3,0.33,16/18,0.12039552301470556
0.37,0.31,0.32,16/18,0.12221660380657287
0.37,0.32,0.31,16/18,0.1240376845984402
0.37,0.33,0.3,16/18,0.1258587653903075
0.37,0.34,0.29,16/18,0.12767984618217482
0.37,0.35000000000000003,0.27999999999999997,16/18,0.12950092697404214
0.37,0.36,0.27,16/18,0.1313220077659094
0.37,0.37,0.26,16/18,0.13314308855777673
0.37,0.38,0.25,16/18,0.13496416934964406
0.37,0.39,0.24,16/18,0.13678525014151136
0.37,0.4,0.22999999999999998,16/18,0.13860633093337868
0.37,0.41000000000000003,0.21999999999999997,16/18,0.14042741172524595
0.37,0.42,0.21000000000000002,16/18,0.14224849251711327
0.37,0.43,0.2,16/18,0.1440695733089806
0.37,0.44,0.19,16/18,0.1458906541008479
0.37,0.45,0.18,15/18,0.14687672339044922
0.37,0.46,0.16999999999999998,15/18,0.1470226302925359
0.37,0.47000000000000003,0.15999999999999998,15/18,0.14716853719462258
0.37,0.48,0.15000000000000002,15/18,0.14731444409670924
0.37,0.49,0.14,15/18,0.14746035099879592
0.37,0.5,0.13,15/18,0.1476062579008826
0.37,0.51,0.12,15/18,0.1477521648029693
0.37,0.52,0.10999999999999999,15/18,0.14789807170505595
0.37,0.53,0.09999999999999998,15/18,0.1480439786071426
0.37,0.54,0.08999999999999997,15/18,0.14818988550922932
0.37,0.55,0.07999999999999996,15/18,0.148335792411316
0.37,0.56,0.06999999999999995,15/18,0.14848169931340266
0.37,0.5700000000000001,0.05999999999999994,15/18,0.14862760621548934
0.37,0.58,0.050000000000000044,15/18,0.14877351311757603
0.37,0.59,0.040000000000000036,15/18,0.14891942001966268
0.37,0.6,0.030000000000000027,15/18,0.14906532692174934
0.37,0.61,0.020000000000000018,15/18,0.14921123382383605
0.37,0.62,0.010000000000000009,15/18,0.14935714072592274
0.37,0.63,0.0,15/18,0.14950304762800942
0.38,0.0,0.62,18/22,0.01692427699651552
0.38,0.01,0.61,18/22,0.021052152865964423
0.38,0.02,0.6,18/22,0.025180028735413328
0.38,0.03,0.59,18/22,0.029307904604862232
0.38,0.04,0.58,18/22,0.03343578047431113
0.38,0.05,0.57,18/22,0.037563656343760035
0.38,0.06,0.56,18/22,0.04169153221320894
0.38,0.07,0.55,18/22,0.045819408082657845
0.38,0.08,0.54,18/22,0.04994728395210675
0.38,0.09,0.53,18/22,0.054075159821555654
0.38,0.1,0.52,18/22,0.05820303569100456
0.38,0.11,0.51,18/22,0.06233091156045345
0.38,0.12,0.5,18/22,0.06645878742990236
0.38,0.13,0.49,18/22,0.07058666329935126
0.38,0.14,0.48,18/22,0.07471453916880016
0.38,0.15,0.47,18/22,0.07884241503824907
0.38,0.16,0.45999999999999996,18/22,0.08297029090769797
0.38,0.17,0.44999999999999996,18/22,0.08709816677714688
0.38,0.18,0.44,18/22,0.09122604264659578
0.38,0.19,0.43,18/22,0.09535391851604469
0.38,0.2,0.42,18/22,0.0994817943854936
0.38,0.21,0.41000000000000003,18/22,0.10360967025494248
0.38,0.22,0.4,16/18,0.10598263611919106
0.38,0.23,0.39,16/18,0.10780371691105839
0.38,0.24,0.38,16/18,0.10962479770292569
0.38,0.25,0.37,16/18,0.11144587849479298
0.38,0.26,0.36,16/18,0.1132669592866603
0.38,0.27,0.35,16/18,0.1150880400785276
0.38,0.28,0.33999999999999997,16/18,0.11690912087039493
0.38,0.29,0.33,16/18,0.11873020166226221
0.38,0.3,0.32,16/18,0.12055128245412952
0.38,0.31,0.31,16/18,0.12237236324599685
0.38,0.32,0.3,16/18,0.12419344403786416
0.38,0.33,0.29,16/18,0.12601452482973147
0.38,0.34,0.27999999999999997,16/18,0.12783560562159876
0.38,0.35000000000000003,0.26999999999999996,16/18,0.1296566864134661
0.38,0.36,0.26,16/18,0.13147776720533338
0.38,0.37,0.25,16/18,0.13329884799720068
0.38,0.38,0.24,16/18,0.135119928789068
0.38,0.39,0.22999999999999998,16/18,0.1369410095809353
0.38,0.4,0.21999999999999997,16/18,0.13876209037280263
0.38,0.41000000000000003,0.20999999999999996,16/18,0.14058317116466992
0.38,0.42,0.2,16/18,0.14240425195653722
0.38,0.43,0.19,16/18,0.14422533274840452
0.38,0.44,0.18,15/18,0.1459284087261071
0.38,0.45,0.16999999999999998,15/18,0.14607431562819378
0.38,0.46,0.15999999999999998,15/18,0.14622022253028044
0.38,0.47000000000000003,0.14999999999999997,15/18,0.14636612943236715
0.38,0.48,0.14,15/18,0.1465120363344538
0.38,0.49,0.13,15/18,0.1466579432365405
0.38,0.5,0.12,15/18,0.14680385013862715
0.38,0.51,0.10999999999999999,15/18,0.14694975704071384
0.38,0.52,0.09999999999999998,15/18,0.14709566394280052
0.38,0.53,0.08999999999999997,15/18,0.1472415708448872
0.38,0.54,0.07999999999999996,15/18,0.14738747774697386
0.38,0.55,0.06999999999999995,15/18,0.14753338464906054
0.38,0.56,0.05999999999999994,15/18,0.14767929155114723
0.38,0.5700000000000001,0.04999999999999993,15/18,0.1478251984532339
0.38,0.58,0.040000000000000036,15/18,0.14797110535532057
0.38,0.59,0.030000000000000027,15/18,0.14811701225740725
0.38,0.6,0.020000000000000018,15/18,0.14826291915949394
0.38,0.61,0.010000000000000009,15/18,0.1484088260615806
0.38,0.62,0.0,15/18,0.14855473296366728
0.39,0.0,0.61,18/22,0.01736965270695014
0.39,0.01,0.6,18/22,0.02149752857639904
0.39,0.02,0.59,18/22,0.025625404445847946
0.39,0.03,0.58,18/22,0.02975328031529685
0.39,0.04,0.57,18/22,0.033881156184745756
0.39,0.05,0.5599999999999999,18/22,0.03800903205419466
0.39,0.06,0.55,18/22,0.04213690792364356
0.39,0.07,0.54,18/22,0.046264783793092464
0.39,0.08,0.53,18/22,0.05039265966254136
0.39,0.09,0.52,18/22,0.054520535531990266
0.39,0.1,0.51,18/22,0.05864841140143917
0.39,0.11,0.5,18/22,0.06277628727088808
0.39,0.12,0.49,18/22,0.06690416314033698
0.39,0.13,0.48,18/22,0.07103203900978589
0.39,0.14,0.47,18/22,0.07515991487923479
0.39,0.15,0.45999999999999996,18/22,0.07928779074868368
0.39,0.16,0.44999999999999996,18/22,0.08341566661813259
0.39,0.17,0.43999999999999995,18/22,0.08754354248758149
0.39,0.18,0.43,18/22,0.0916714183570304
0.39,0.19,0.42,18/22,0.0957992942264793
0.39,0.2,0.41,18/22,0.0999271700959282
0.39,0.21,0.4,18/22,0.1040550459653771
0.39,0.22,0.39,16/18,0.10613839555861503
0.39,0.23,0.38,16/18,0.10795947635048234
0.39,0.24,0.37,16/18,0.10978055714234963
0.39,0.25,0.36,16/18,0.11160163793421694
0.39,0.26,0.35,16/18,0.11342271872608425
0.39,0.27,0.33999999999999997,16/18,0.11524379951795156
0.39,0.28,0.32999999999999996,16/18,0.11706488030981888
0.39,0.29,0.32,16/18,0.11888596110168616
0.39,0.3,0.31,16/18,0.12070704189355347
0.39,0.31,0.3,16/18,0.12252812268542079
0.39,0.32,0.29,16/18,0.1243492034772881
