repeat,target,metric,value
420,any,roc_auc,0.6947631805085174
420,any,brier,0.0906744154608534
420,z3_T13,sensitivity,0.045454545454545456
420,z3_T13,specificity,0.9662731871838112
420,z3_T13,precision,0.047619047619047616
420,z3_T13,f2,0.045871559633027525
420,z3_T13,pr_auc,0.03965509987373654
420,z3_T13,roc_auc,0.47010577954928723
420,z3_T13,brier,
420,z3_T18,sensitivity,0.0
420,z3_T18,specificity,0.9401408450704225
420,z3_T18,precision,0.0
420,z3_T18,f2,0.0
420,z3_T18,pr_auc,0.07474575710875003
420,z3_T18,roc_auc,0.48093347317950264
420,z3_T18,brier,
420,z3_T21,sensitivity,0.0
420,z3_T21,specificity,0.9933333333333333
420,z3_T21,precision,0.0
420,z3_T21,f2,0.0
420,z3_T21,pr_auc,0.031742192157716204
420,z3_T21,roc_auc,0.4475555555555556
420,z3_T21,brier,
421,T13,sensitivity,0.8181818181818182
421,T13,specificity,0.2815198618307427
421,T13,precision,0.041474654377880185
421,T13,f2,0.1724137931034483
421,T13,pr_auc,0.11649106440592276
421,T13,roc_auc,0.6881771078662271
421,T13,brier,0.03456694551653474
421,T18,sensitivity,0.9491525423728814
421,T18,specificity,0.46494464944649444
421,T18,precision,0.16184971098265896
421,T18,f2,0.48109965635738833
421,T18,pr_auc,0.5139032679185129
421,T18,roc_auc,0.8427825379948715
421,T18,brier,0.06915511707777534
421,T21,sensitivity,0.8333333333333334
421,T21,specificity,0.3411764705882353
421,T21,precision,0.012594458438287154
421,T21,f2,0.05938242280285035
421,T21,pr_auc,0.010185356812996316
421,T21,roc_auc,0.430812324929972
421,T21,brier,0.010036232563718878
421,any,sensitivity,0.9027777777777778
421,any,specificity,0.34026465028355385
421,any,precision,0.1570048309178744
421,any,f2,0.46296296296296297
421,any,pr_auc,0.4951634617023279
421,any,roc_auc,0.7994906532241126
421,any,brier,0.08555183106561774
421,z3_T13,sensitivity,0.045454545454545456
421,z3_T13,specificity,0.9775474956822107
421,z3_T13,precision,0.07142857142857142
421,z3_T13,f2,0.049019607843137254
421,z3_T13,pr_auc,0.039168093064558235
421,z3_T13,roc_auc,0.45101271785209607
421,z3_T13,brier,
421,z3_T18,sensitivity,0.0
421,z3_T18,specificity,0.948339483394834
421,z3_T18,precision,0.0
421,z3_T18,f2,0.0
421,z3_T18,pr_auc,0.12978177453574594
421,z3_T18,roc_auc,0.5643567452623679
421,z3_T18,brier,
421,z3_T21,sensitivity,0.0
421,z3_T21,specificity,0.9949579831932773
421,z3_T21,precision,0.0
421,z3_T21,f2,0.0
421,z3_T21,pr_auc,0.019633482029191046
421,z3_T21,roc_auc,0.46694677871148466
421,z3_T21,brier,
422,T13,sensitivity,0.875
422,T13,specificity,0.38372093023255816
422,T13,precision,0.05357142857142857
422,T13,f2,0.2151639344262295
422,T13,pr_auc,0.21200529538640378
422,T13,roc_auc,0.8131921373200443
422,T13,brier,0.034332196230634014
422,T18,sensitivity,0.9111111111111111
422,T18,specificity,0.5851979345955249
422,T18,precision,0.1453900709219858
422,T18,f2,0.44372294372294374
422,T18,pr_auc,0.5051605787591327
422,T18,roc_auc,0.8496844520940906
422,T18,brier,0.05118518244127992
422,T21,sensitivity,0.8888888888888888
422,T21,specificity,0.33225283630470015
422,T21,precision,0.01904761904761905
422,T21,f2,0.08771929824561403
422,T21,pr_auc,0.015180231154995727
422,T21,roc_auc,0.4534485863497209
422,T21,brier,0.014263349985699048
422,any,sensitivity,0.8620689655172413
422,any,specificity,0.4823943661971831
422,any,precision,0.14534883720930233
422,any,f2,0.4340277777777778
422,any,pr_auc,0.49434094358775366
422,any,roc_auc,0.8045471102476931
422,any,brier,0.06752522976066956
422,z3_T13,sensitivity,0.08333333333333333
422,z3_T13,specificity,0.9850498338870431
422,z3_T13,precision,0.18181818181818182
422,z3_T13,f2,0.09345794392523364
422,z3_T13,pr_auc,0.08023395091379715
422,z3_T13,roc_auc,0.5105204872646734
422,z3_T13,brier,
422,z3_T18,sensitivity,0.0
422,z3_T18,specificity,0.9328743545611016
422,z3_T18,precision,0.0
422,z3_T18,f2,0.0
422,z3_T18,pr_auc,0.07118173750146682
422,z3_T18,roc_auc,0.502849493210939
422,z3_T18,brier,
422,z3_T21,sensitivity,0.0
422,z3_T21,specificity,0.9983792544570502
422,z3_T21,precision,0.0
422,z3_T21,f2,0.0
422,z3_T21,pr_auc,0.01607888897300388
422,z3_T21,roc_auc,0.47739960381775615
422,z3_T21,brier,
423,T13,sensitivity,0.8
423,T13,specificity,0.25210084033613445
423,T13,precision,0.0262582056892779
423,T13,f2,0.11605415860735009
423,T13,pr_auc,0.09340987818709104
423,T13,roc_auc,0.7419607843137255
423,T13,brier,0.024633075193756744
423,T18,sensitivity,0.8333333333333334
423,T18,specificity,0.5440140845070423
423,T18,precision,0.11904761904761904
423,T18,f2,0.3787878787878788
423,T18,pr_auc,0.3631163436114176
423,T18,roc_auc,0.789319248826291
423,T18,brier,0.05602201739675633
423,T21,sensitivity,0.9285714285714286
423,T21,specificity,0.3624161073825503
423,T21,precision,0.03307888040712468
423,T21,f2,0.1447661469933185
423,T21,pr_auc,0.036704124476076
423,T21,roc_auc,0.5105465004793863
423,T21,brier,0.02242580888684599
423,any,sensitivity,0.85
423,any,specificity,0.4072727272727273
423,any,precision,0.13527851458885942
423,any,f2,0.413290113452188
423,any,pr_auc,0.380336136193153
423,any,roc_auc,0.7524545454545455
423,any,brier,0.08020066731165781
423,z3_T13,sensitivity,0.0
423,z3_T13,specificity,0.9563025210084034
423,z3_T13,precision,0.0
423,z3_T13,f2,0.0
423,z3_T13,pr_auc,0.026216696453149037
423,z3_T13,roc_auc,0.48436974789915965
423,z3_T13,brier,
423,z3_T18,sensitivity,0.0
423,z3_T18,specificity,0.9137323943661971
423,z3_T18,precision,0.0
423,z3_T18,f2,0.0
423,z3_T18,pr_auc,0.06667944717344035
423,z3_T18,roc_auc,0.505952380952381
423,z3_T18,brier,
423,z3_T21,sensitivity,0.0
423,z3_T21,specificity,0.9949664429530202
423,z3_T21,precision,0.0
423,z3_T21,f2,0.0
423,z3_T21,pr_auc,0.028628348341612854
423,z3_T21,roc_auc,0.50179769894535
423,z3_T21,brier,
424,T13,sensitivity,0.9130434782608695
424,T13,specificity,0.3076923076923077
424,T13,precision,0.04929577464788732
424,T13,f2,0.20270270270270271
424,T13,pr_auc,0.17439860899372484
424,T13,roc_auc,0.7800074321813453
424,T13,brier,0.034609364395877806
424,T18,sensitivity,0.9512195121951219
424,T18,specificity,0.5079365079365079
424,T18,precision,0.12264150943396226
424,T18,f2,0.4045643153526971
424,T18,pr_auc,0.43280597348181293
424,T18,roc_auc,0.848152449778466
424,T18,brier,0.05122770870138099
424,T21,sensitivity,0.9166666666666666
424,T21,specificity,0.3087248322147651
424,T21,precision,0.026004728132387706
424,T21,f2,0.11677282377919321
424,T21,pr_auc,0.053693846677739944
424,T21,roc_auc,0.5570469798657718
424,T21,brier,0.019328040871102407
424,any,sensitivity,0.873015873015873
424,any,specificity,0.3834862385321101
424,any,precision,0.14066496163682865
424,any,f2,0.4276827371695179
424,any,pr_auc,0.5416150305665992
424,any,roc_auc,0.8156108926751129
424,any,brier,0.07300351201178587
424,z3_T13,sensitivity,0.043478260869565216
424,z3_T13,specificity,0.9572649572649573
424,z3_T13,precision,0.038461538461538464
424,z3_T13,f2,0.0423728813559322
424,z3_T13,pr_auc,0.040592115396236805
424,z3_T13,roc_auc,0.47134894091415835
424,z3_T13,brier,
424,z3_T18,sensitivity,0.0
424,z3_T18,specificity,0.9365079365079365
424,z3_T18,precision,0.0
424,z3_T18,f2,0.0
424,z3_T18,pr_auc,0.06950002829195334
424,z3_T18,roc_auc,0.5004086548801997
424,z3_T18,brier,
424,z3_T21,sensitivity,0.0
424,z3_T21,specificity,0.9983221476510067
424,z3_T21,precision,0.0
424,z3_T21,f2,0.0
424,z3_T21,pr_auc,0.03431220136822165
424,z3_T21,roc_auc,0.5206935123042506
424,z3_T21,brier,
425,T13,sensitivity,1.0
425,T13,specificity,0.2715008431703204
425,T13,precision,0.03355704697986577
425,T13,f2,0.14792899408284024
425,T13,pr_auc,0.17741526806108943
425,T13,roc_auc,0.8419336706014615
425,T13,brier,0.022874990346155546
425,T18,sensitivity,0.8214285714285714
425,T18,specificity,0.5054347826086957
425,T18,precision,0.14420062695924765
425,T18,f2,0.42357274401473294
425,T18,pr_auc,0.49662451588243695
425,T18,roc_auc,0.8022289078674948
425,T18,brier,0.06633838200855956
425,T21,sensitivity,0.7857142857142857
425,T21,specificity,0.25084175084175087
425,T21,precision,0.02412280701754386
425,T21,f2,0.107421875
425,T21,pr_auc,0.03406365133741488
425,T21,roc_auc,0.4764309764309764
425,T21,brier,0.022523600388661063
425,any,sensitivity,0.8732394366197183
425,any,specificity,0.38733705772811916
425,any,precision,0.1585677749360614
425,any,f2,0.45925925925925926
425,any,pr_auc,0.5150572657918225
425,any,roc_auc,0.7868439688409788
425,any,brier,0.08333964754805816
425,z3_T13,sensitivity,0.06666666666666667
425,z3_T13,specificity,0.9730185497470489
425,z3_T13,precision,0.058823529411764705
425,z3_T13,f2,0.06493506493506493
425,z3_T13,pr_auc,0.05347370295393761
425,z3_T13,roc_auc,0.5694210230466554
425,z3_T13,brier,
425,z3_T18,sensitivity,0.0
425,z3_T18,specificity,0.947463768115942
425,z3_T18,precision,0.0
425,z3_T18,f2,0.0
425,z3_T18,pr_auc,0.10620616359827666
425,z3_T18,roc_auc,0.5433165113871635
425,z3_T18,brier,
425,z3_T21,sensitivity,0.0
425,z3_T21,specificity,0.9983164983164983
425,z3_T21,precision,0.0
425,z3_T21,f2,0.0
425,z3_T21,pr_auc,0.027808803068589343
425,z3_T21,roc_auc,0.5003607503607503
425,z3_T21,brier,
426,T13,sensitivity,1.0
426,T13,specificity,0.3170289855072464
426,T13,precision,0.04556962025316456
426,T13,f2,0.19271948608137046
426,T13,pr_auc,0.15473929682658336
426,T13,roc_auc,0.8917069243156199
426,T13,brier,0.029517809897681484
426,T18,sensitivity,0.8888888888888888
426,T18,specificity,0.5329457364341085
426,T18,precision,0.16608996539792387
426,T18,f2,0.4752475247524752
426,T18,pr_auc,0.4733075553055515
426,T18,roc_auc,0.827950043066322
426,T18,brier,0.06822546130042705
426,T21,sensitivity,1.0
426,T21,specificity,0.295169946332737
426,T21,precision,0.027160493827160494
426,T21,f2,0.12249443207126949
426,T21,pr_auc,0.061451950671375835
426,T21,roc_auc,0.5508212717515043
426,T21,brier,0.018883471353431294
426,any,sensitivity,0.9264705882352942
426,any,specificity,0.43824701195219123
426,any,precision,0.1826086956521739
426,any,f2,0.5105348460291734
426,any,pr_auc,0.5500156829957462
426,any,roc_auc,0.8215666744785564
426,any,brier,0.08176284616041742
426,z3_T13,sensitivity,0.05555555555555555
426,z3_T13,specificity,0.9764492753623188
426,z3_T13,precision,0.07142857142857142
426,z3_T13,f2,0.05813953488372093
426,z3_T13,pr_auc,0.07542479204948847
426,z3_T13,roc_auc,0.63335346215781
426,z3_T13,brier,
426,z3_T18,sensitivity,0.0
426,z3_T18,specificity,0.9670542635658915
426,z3_T18,precision,0.0
426,z3_T18,f2,0.0
426,z3_T18,pr_auc,0.10431342287811635
426,z3_T18,roc_auc,0.5340223944875108
426,z3_T18,brier,
426,z3_T21,sensitivity,0.0
426,z3_T21,specificity,1.0
426,z3_T21,precision,0.0
426,z3_T21,f2,0.0
426,z3_T21,pr_auc,0.016727026518140328
426,z3_T21,roc_auc,0.3774597495527728
426,z3_T21,brier,
427,T13,sensitivity,0.8064516129032258
427,T13,specificity,0.30212014134275617
427,T13,precision,0.05952380952380952
427,T13,f2,0.22977941176470587
427,T13,pr_auc,0.16249496098190588
427,T13,roc_auc,0.6994756639689957
427,T13,brier,0.047809496541671
427,T18,sensitivity,0.7924528301886793
427,T18,specificity,0.5459558823529411
427,T18,precision,0.1453287197231834
427,T18,f2,0.41916167664670656
427,T18,pr_auc,0.4011724599794759
427,T18,roc_auc,0.7492022752497225
427,T18,brier,0.06818214076826484
427,T21,sensitivity,0.8461538461538461
427,T21,specificity,0.3184931506849315
427,T21,precision,0.02689486552567237
427,T21,f2,0.1193058568329718
427,T21,pr_auc,0.041753543715815515
427,T21,roc_auc,0.4935458377239199
427,T21,brier,0.02132293608253267
427,any,sensitivity,0.7792207792207793
427,any,specificity,0.4269230769230769
427,any,precision,0.16759776536312848
427,any,f2,0.45045045045045046
427,any,pr_auc,0.49172259054845335
427,any,roc_auc,0.7478771228771228
427,any,brier,0.09149660861241835
427,z3_T13,sensitivity,0.03225806451612903
427,z3_T13,specificity,0.9611307420494699
427,z3_T13,precision,0.043478260869565216
427,z3_T13,f2,0.034013605442176874
427,z3_T13,pr_auc,0.060511266558617174
427,z3_T13,roc_auc,0.5041034993730765
427,z3_T13,brier,
427,z3_T18,sensitivity,0.0
427,z3_T18,specificity,0.9595588235294118
427,z3_T18,precision,0.0
427,z3_T18,f2,0.0
427,z3_T18,pr_auc,0.08759288867221897
427,z3_T18,roc_auc,0.4887971698113207
427,z3_T18,brier,
427,z3_T21,sensitivity,0.0
427,z3_T21,specificity,0.9965753424657534
427,z3_T21,precision,0.0
427,z3_T21,f2,0.0
427,z3_T21,pr_auc,0.06400375660151847
427,z3_T21,roc_auc,0.5309536354056902
427,z3_T21,brier,
428,T13,sensitivity,0.7142857142857143
428,T13,specificity,0.3287671232876712
428,T13,precision,0.036855036855036855
428,T13,f2,0.15274949083503056
428,T13,pr_auc,0.05850430734450804
428,T13,roc_auc,0.5915688193085453
428,T13,brier,0.034535741136459366
428,T18,sensitivity,0.9111111111111111
428,T18,specificity,0.5142857142857142
428,T18,precision,0.13099041533546327
428,T18,f2,0.4158215010141988
428,T18,pr_auc,0.39030172225431964
428,T18,roc_auc,0.8418253968253968
428,T18,brier,0.05761830697745739
428,T21,sensitivity,0.7777777777777778
428,T21,specificity,0.27181208053691275
428,T21,precision,0.015873015873015872
428,T21,f2,0.07337526205450734
428,T21,pr_auc,0.02987910544353211
428,T21,roc_auc,0.48173005219985077
428,T21,brier,0.014707612812909391
428,any,sensitivity,0.890625
428,any,specificity,0.39926062846580407
428,any,precision,0.14921465968586387
428,any,f2,0.44670846394984326
428,any,pr_auc,0.4795398530568294
428,any,roc_auc,0.8042109519408503
428,any,brier,0.07757627973841111
428,z3_T13,sensitivity,0.0
428,z3_T13,specificity,0.9691780821917808
428,z3_T13,precision,0.0
428,z3_T13,f2,0.0
428,z3_T13,pr_auc,0.04042354654948059
428,z3_T13,roc_auc,0.4707273320287018
428,z3_T13,brier,
428,z3_T18,sensitivity,0.0
428,z3_T18,specificity,0.9428571428571428
428,z3_T18,precision,0.0
428,z3_T18,f2,0.0
428,z3_T18,pr_auc,0.07354647769815512
428,z3_T18,roc_auc,0.5067460317460317
428,z3_T18,brier,
428,z3_T21,sensitivity,0.0
428,z3_T21,specificity,0.9932885906040269
428,z3_T21,precision,0.0
428,z3_T21,f2,0.0
428,z3_T21,pr_auc,0.021010860491150127
428,z3_T21,roc_auc,0.5136092468307234
428,z3_T21,brier,
429,T13,sensitivity,0.9473684210526315
429,T13,specificity,0.3112244897959184
429,T13,precision,0.0425531914893617
429,T13,f2,0.18036072144288579
429,T13,pr_auc,0.19527139715647143
429,T13,roc_auc,0.8404940923737917
429,T13,brier,0.028885067295897036
429,T18,sensitivity,0.9607843137254902
429,T18,specificity,0.5719424460431655
429,T18,precision,0.17073170731707318
429,T18,f2,0.4989816700610998
429,T18,pr_auc,0.5199345904944148
429,T18,roc_auc,0.8522887572295106
429,T18,brier,0.058309469122721155
429,T21,sensitivity,0.9
429,T21,specificity,0.3249581239530988
429,T21,precision,0.021844660194174758
429,T21,f2,0.09955752212389381
429,T21,pr_auc,0.163974580926136
429,T21,roc_auc,0.5899497487437186
429,T21,brier,0.016140863833298148
429,any,sensitivity,0.8787878787878788
429,any,specificity,0.43068391866913125
429,any,precision,0.15846994535519127
429,any,f2,0.4603174603174603
429,any,pr_auc,0.5690759927357224
429,any,roc_auc,0.8261916764689409
429,any,brier,0.07339221760271873
429,z3_T13,sensitivity,0.10526315789473684
429,z3_T13,specificity,0.9812925170068028
429,z3_T13,precision,0.15384615384615385
429,z3_T13,f2,0.11235955056179775
429,z3_T13,pr_auc,0.09351476481382737
429,z3_T13,roc_auc,0.5161117078410311
429,z3_T13,brier,
429,z3_T18,sensitivity,0.0
429,z3_T18,specificity,0.9514388489208633
429,z3_T18,precision,0.0
429,z3_T18,f2,0.0
429,z3_T18,pr_auc,0.09954242598103316
429,z3_T18,roc_auc,0.5201015658061786
429,z3_T18,brier,
429,z3_T21,sensitivity,0.0
429,z3_T21,specificity,0.9966499162479062
429,z3_T21,precision,0.0
429,z3_T21,f2,0.0
429,z3_T21,pr_auc,0.012839848348937501
429,z3_T21,roc_auc,0.29983249581239535
429,z3_T21,brier,
430,T13,sensitivity,0.92
430,T13,specificity,0.3075601374570447
430,T13,precision,0.0539906103286385
430,T13,f2,0.21863117870722434
430,T13,pr_auc,0.15662676491438254
430,T13,roc_auc,0.8103780068728523
430,T13,brier,0.03766165031874071
430,T18,sensitivity,0.9375
430,T18,specificity,0.516994633273703
430,T18,precision,0.14285714285714285
430,T18,f2,0.4437869822485207
430,T18,pr_auc,0.470367405818046
430,T18,roc_auc,0.8192643112701252
430,T18,brier,0.0592975509987481
430,T21,sensitivity,0.8571428571428571
430,T21,specificity,0.33895446880269814
430,T21,precision,0.0297029702970297
430,T21,f2,0.13043478260869565
430,T21,pr_auc,0.024703947867514335
430,T21,roc_auc,0.4690436039508552
430,T21,brier,0.022597835500523945
430,any,sensitivity,0.8787878787878788
430,any,specificity,0.4121996303142329
430,any,precision,0.15425531914893617
430,any,f2,0.453125
430,any,pr_auc,0.4355794670933776
430,any,roc_auc,0.7657816613454322
430,any,brier,0.08464733831209774
430,z3_T13,sensitivity,0.08
430,z3_T13,specificity,0.9621993127147767
430,z3_T13,precision,0.08333333333333333
430,z3_T13,f2,0.08064516129032258
430,z3_T13,pr_auc,0.07049116904276412
430,z3_T13,roc_auc,0.5506529209621993
430,z3_T13,brier,
430,z3_T18,sensitivity,0.0
430,z3_T18,specificity,0.9320214669051878
430,z3_T18,precision,0.0
430,z3_T18,f2,0.0
430,z3_T18,pr_auc,0.08448217490982589
430,z3_T18,roc_auc,0.5011180679785331
430,z3_T18,brier,
430,z3_T21,sensitivity,0.0
430,z3_T21,specificity,0.9932546374367622
430,z3_T21,precision,0.0
430,z3_T21,f2,0.0
430,z3_T21,pr_auc,0.024157883435201092
430,z3_T21,roc_auc,0.49301373163093226
430,z3_T21,brier,
431,T13,sensitivity,0.88
431,T13,specificity,0.2672727272727273
431,T13,precision,0.05176470588235294
431,T13,f2,0.20952380952380953
431,T13,pr_auc,0.12450514740845924
431,T13,roc_auc,0.7294545454545456
431,T13,brier,0.040726890614847744
431,T18,sensitivity,0.851063829787234
431,T18,specificity,0.5492424242424242
431,T18,precision,0.14388489208633093
431,T18,f2,0.4291845493562232
431,T18,pr_auc,0.34113996177426936
431,T18,roc_auc,0.7816328175370728
431,T18,brier,0.06568010682334266
431,T21,sensitivity,0.8421052631578947
431,T21,specificity,0.26258992805755393
431,T21,precision,0.03755868544600939
431,T21,f2,0.1593625498007968
431,T21,pr_auc,0.09758041123738151
431,T21,roc_auc,0.48182506626277927
431,T21,brier,0.032072562931415284
431,any,sensitivity,0.8157894736842105
431,any,specificity,0.4088176352705411
431,any,precision,0.17366946778711484
431,any,f2,0.4689863842662632
431,any,pr_auc,0.46278480884152556
431,any,roc_auc,0.7342316211370109
431,any,brier,0.09668857718804312
431,z3_T13,sensitivity,0.0
431,z3_T13,specificity,0.9781818181818182
431,z3_T13,precision,0.0
431,z3_T13,f2,0.0
431,z3_T13,pr_auc,0.054585754968219186
431,z3_T13,roc_auc,0.5210909090909092
431,z3_T13,brier,
431,z3_T18,sensitivity,0.0
431,z3_T18,specificity,0.9791666666666666
431,z3_T18,precision,0.0
431,z3_T18,f2,0.0
431,z3_T18,pr_auc,0.08863379074875344
431,z3_T18,roc_auc,0.554642166344294
431,z3_T18,brier,
431,z3_T21,sensitivity,0.0
431,z3_T21,specificity,0.9964028776978417
431,z3_T21,precision,0.0
431,z3_T21,f2,0.0
431,z3_T21,pr_auc,0.035070201510793264
431,z3_T21,roc_auc,0.3902877697841727
431,z3_T21,brier,
432,T13,sensitivity,0.875
432,T13,specificity,0.33037300177619894
432,T13,precision,0.0691358024691358
432,T13,f2,0.2626641651031895
432,T13,pr_auc,0.19583672722262785
432,T13,roc_auc,0.7322380106571936
432,T13,brier,0.04832147322376434
432,T18,sensitivity,0.8867924528301887
432,T18,specificity,0.48523985239852396
432,T18,precision,0.1441717791411043
432,T18,f2,0.4368029739776952
432,T18,pr_auc,0.46998200286392605
432,T18,roc_auc,0.8149759799484787
432,T18,brier,0.06507828728689898
432,T21,sensitivity,0.8823529411764706
432,T21,specificity,0.25951557093425603
432,T21,precision,0.033860045146726865
432,T21,f2,0.14677103718199608
432,T21,pr_auc,0.08611767285682757
432,T21,roc_auc,0.3646448198656625
432,T21,brier,0.027880486971685266
432,any,sensitivity,0.8554216867469879
432,any,specificity,0.3984375
432,any,precision,0.18733509234828497
432,any,f2,0.49929676511954996
432,any,pr_auc,0.5601905389939936
432,any,roc_auc,0.7775555346385542
432,any,brier,0.09458732952419277
432,z3_T13,sensitivity,0.0
432,z3_T13,specificity,0.9662522202486679
432,z3_T13,precision,0.0
432,z3_T13,f2,0.0
432,z3_T13,pr_auc,0.047938277257388515
432,z3_T13,roc_auc,0.4058614564831261
432,z3_T13,brier,
432,z3_T18,sensitivity,0.0
432,z3_T18,specificity,0.9391143911439115
432,z3_T18,precision,0.0
432,z3_T18,f2,0.0
432,z3_T18,pr_auc,0.08311685185685674
432,z3_T18,roc_auc,0.47886931699505664
432,z3_T18,brier,
432,z3_T21,sensitivity,0.0
432,z3_T21,specificity,0.9982698961937716
432,z3_T21,precision,0.0
432,z3_T21,f2,0.0
432,z3_T21,pr_auc,0.04510319807011998
432,z3_T21,roc_auc,0.5250356197842458
432,z3_T21,brier,
433,T13,sensitivity,0.8181818181818182
433,T13,specificity,0.35172413793103446
433,T13,precision,0.04568527918781726
433,T13,f2,0.18672199170124482
433,T13,pr_auc,0.12212772401383869
433,T13,roc_auc,0.7355015673981191
433,T13,brier,0.03452901535126813
433,T18,sensitivity,0.9777777777777777
433,T18,specificity,0.547576301615799
433,T18,precision,0.14864864864864866
433,T18,f2,0.46218487394957986
433,T18,pr_auc,0.36762391725664817
433,T18,roc_auc,0.8570516656692598
433,T18,brier,0.05804864713272833
433,T21,sensitivity,0.8181818181818182
433,T21,specificity,0.30287648054145516
433,T21,precision,0.021377672209026127
433,T21,f2,0.0967741935483871
433,T21,pr_auc,0.02880777068877852
433,T21,roc_auc,0.46008306414397787
433,T21,brier,0.017996879409584398
433,any,sensitivity,0.9047619047619048
433,any,specificity,0.4359925788497217
433,any,precision,0.15789473684210525
433,any,f2,0.46492659053833607
433,any,pr_auc,0.4727827602987402
433,any,roc_auc,0.8388550225284919
433,any,brier,0.07653669289651155
433,z3_T13,sensitivity,0.045454545454545456
433,z3_T13,specificity,0.9724137931034482
433,z3_T13,precision,0.058823529411764705
433,z3_T13,f2,0.047619047619047616
433,z3_T13,pr_auc,0.07107289689539661
433,z3_T13,roc_auc,0.6340125391849529
433,z3_T13,brier,
433,z3_T18,sensitivity,0.0
433,z3_T18,specificity,0.9389587073608617
433,z3_T18,precision,0.0
433,z3_T18,f2,0.0
433,z3_T18,pr_auc,0.07371325431275096
433,z3_T18,roc_auc,0.4951924995012966
433,z3_T18,brier,
433,z3_T21,sensitivity,0.0
433,z3_T21,specificity,0.9915397631133672
433,z3_T21,precision,0.0
433,z3_T21,f2,0.0
433,z3_T21,pr_auc,0.025685948707731394
433,z3_T21,roc_auc,0.5080756806645131
433,z3_T21,brier,
434,T13,sensitivity,1.0
434,T13,specificity,0.27708703374777977
434,T13,precision,0.053488372093023255
434,T13,f2,0.22030651340996169
434,T13,pr_auc,0.23845796764942642
434,T13,roc_auc,0.8478646999768322
434,T13,brier,0.034927506383396395
434,T18,sensitivity,0.85
434,T18,specificity,0.4828897338403042
434,T18,precision,0.15789473684210525
434,T18,f2,0.45293072824156305
434,T18,pr_auc,0.43380505786491314
434,T18,roc_auc,0.7734632446134349
434,T18,brier,0.07695927726578065
434,T21,sensitivity,0.7692307692307693
434,T21,specificity,0.30017452006980805
434,T21,precision,0.024330900243309004
434,T21,f2,0.1079913606911447
434,T21,pr_auc,0.040759504730631085
434,T21,roc_auc,0.47066720365149683
434,T21,brier,0.021701209565107116
434,any,sensitivity,0.8648648648648649
434,any,specificity,0.359375
434,any,precision,0.16326530612244897
434,any,f2,0.46511627906976744
434,any,pr_auc,0.4639726973329473
434,any,roc_auc,0.7544077280405407
434,any,brier,0.09310068721128885
434,z3_T13,sensitivity,0.13043478260869565
434,z3_T13,specificity,0.9751332149200711
434,z3_T13,precision,0.17647058823529413
434,z3_T13,f2,0.13761467889908258
434,z3_T13,pr_auc,0.10101886058134323
434,z3_T13,roc_auc,0.5371843385589621
434,z3_T13,brier,
434,z3_T18,sensitivity,0.0
434,z3_T18,specificity,0.9714828897338403
434,z3_T18,precision,0.0
434,z3_T18,f2,0.0
434,z3_T18,pr_auc,0.13237259105584304
434,z3_T18,roc_auc,0.5621673003802282
434,z3_T18,brier,
434,z3_T21,sensitivity,0.0
434,z3_T21,specificity,0.9930191972076788
434,z3_T21,precision,0.0
434,z3_T21,f2,0.0
434,z3_T21,pr_auc,0.024032901846267222
434,z3_T21,roc_auc,0.4510672573499799
434,z3_T21,brier,
435,T13,sensitivity,0.9375
435,T13,specificity,0.31194295900178254
435,T13,precision,0.03740648379052369
435,T13,f2,0.16129032258064516
435,T13,pr_auc,0.15391030879418
435,T13,roc_auc,0.8387923351158646
435,T13,brier,0.025614284243287804
435,T18,sensitivity,0.90625
435,T18,specificity,0.5376146788990825
435,T18,precision,0.10320284697508897
435,T18,f2,0.3545232273838631
435,T18,pr_auc,0.4059354224896809
435,T18,roc_auc,0.8341169724770642
435,T18,brier,0.04418872214024134
435,T21,sensitivity,1.0
435,T21,specificity,0.31216931216931215
435,T21,precision,0.025
435,T21,f2,0.11363636363636363
435,T21,pr_auc,0.017035100873476854
435,T21,roc_auc,0.38606701940035276
435,T21,brier,0.01711542211670511
435,any,sensitivity,0.875
435,any,specificity,0.4045368620037807
435,any,precision,0.11764705882352941
435,any,f2,0.3825136612021858
435,any,pr_auc,0.37877971320640325
435,any,roc_auc,0.7891461877756774
435,any,brier,0.06775415181009527
435,z3_T13,sensitivity,0.0
435,z3_T13,specificity,0.9786096256684492
435,z3_T13,precision,0.0
435,z3_T13,f2,0.0
435,z3_T13,pr_auc,0.03537041935655835
435,z3_T13,roc_auc,0.49788324420677366
435,z3_T13,brier,
435,z3_T18,sensitivity,0.0
435,z3_T18,specificity,0.9394495412844037
435,z3_T18,precision,0.0
435,z3_T18,f2,0.0
435,z3_T18,pr_auc,0.05176781786040419
435,z3_T18,roc_auc,0.4705275229357799
435,z3_T18,brier,
435,z3_T21,sensitivity,0.0
435,z3_T21,specificity,0.9964726631393298
435,z3_T21,precision,0.0
435,z3_T21,f2,0.0
435,z3_T21,pr_auc,0.02017290244744869
435,z3_T21,roc_auc,0.4634920634920635
435,z3_T21,brier,
436,T13,sensitivity,0.8695652173913043
436,T13,specificity,0.31216931216931215
436,T13,precision,0.04878048780487805
436,T13,f2,0.199203187250996
436,T13,pr_auc,0.14088394270063992
436,T13,roc_auc,0.7468752396288628
436,T13,brier,0.036082500576475614
436,T18,sensitivity,0.8125
436,T18,specificity,0.511070110701107
436,T18,precision,0.12828947368421054
436,T18,f2,0.39314516129032256
