重复,胜出方案,两组平均孕周,三组平均孕周,三组减两组_平均孕周,两组最低审计达标概率,三组最低审计达标概率,三组减两组_最低审计概率
120,树AFT三组,15.292669876939522,15.24558587479934,-0.04708400214018127,0.8873982017324006,0.8948025182511911,0.007404316518790477
121,参数AFT两组,15.42482611021935,15.359550561797732,-0.0652755484216172,0.8928780638075582,0.8960752840963515,0.003197220288793323
122,参数AFT两组,15.192616372391635,15.194221508828232,0.0016051364365967657,0.8941306409423605,0.9012178719764132,0.007087231034052732
123,参数AFT两组,15.165864098448349,15.153023006955571,-0.012841091492777679,0.8913622542101278,0.8991690609360524,0.007806806725924598
124,参数AFT两组,15.187800963081845,15.228999464954503,0.04119850187265861,0.8911182133600462,0.8991265730996023,0.008008359739556159
125,树AFT三组,15.213483146067395,15.151952915997843,-0.06153023006955216,0.8898065197123729,0.8993944911899519,0.00958797147757895
126,参数AFT两组,15.380417335473494,15.32156233279827,-0.058855002675223034,0.8963596903094322,0.8985262923195114,0.0021666020100792327
127,参数AFT两组,15.378277153558033,15.378812199036897,0.0005350454788644043,0.8906412678991581,0.8983073969250057,0.007666129025847623
128,树AFT三组,15.123595505617956,15.068485821294791,-0.0551096843231651,0.8881076951736173,0.8985819331646161,0.01047423799099878
129,参数AFT两组,15.536115569823414,15.570358480470821,0.03424291064740714,0.890021565731307,0.9016310658640257,0.011609500132718775
130,参数AFT两组,15.169609416800407,15.18673087212411,0.01712145532370357,0.8914400649116954,0.8967316200685863,0.005291555156890948
131,参数AFT两组,15.052969502407684,15.062600321027269,0.009630818619584147,0.8929673806191898,0.8990496025010436,0.006082221881853811
132,树AFT三组,14.982343499197412,15.072231139646854,0.08988764044944197,0.8852690841622171,0.8969846053681106,0.011715521205893586
133,参数AFT两组,15.337078651685372,15.38255751738896,0.045478865703588056,0.8909809979201656,0.8987462845507365,0.007765286630570856
134,参数AFT两组,15.117174959871567,15.130551096843215,0.013376136971647412,0.8901070464982082,0.8972889575089545,0.007181911010746389
