重复,胜出方案,两组平均孕周,三组平均孕周,三组减两组_平均孕周,两组最低审计达标概率,三组最低审计达标概率,三组减两组_最低审计概率
216,参数AFT两组,15.044408774745834,14.99892990904225,-0.0454788657035845,0.8942402210150169,0.8974342246636513,0.0031940036486344248
217,树AFT三组,15.169609416800409,15.202782236490084,0.03317281968967478,0.889375794066431,0.8996557683500785,0.010279974283647575
218,参数AFT两组,15.264847512038505,15.264847512038509,3.552713678800501e-15,0.8950394039878288,0.898841873975073,0.003802469987244206
219,参数AFT两组,15.20064205457462,15.19101123595504,-0.009630818619580594,0.8937484298945217,0.8971197560308966,0.003371326136374808
220,树AFT三组,15.112894596040645,15.203852327447816,0.09095773140717078,0.8853096339956642,0.9014518885526694,0.016142254557005242
221,参数AFT两组,15.148207597645781,15.073301230604583,-0.0749063670411978,0.8902461365413978,0.8972339981532783,0.006987861611880475
222,树AFT三组,15.218833600856053,15.263242375601909,0.044408774745855695,0.8890704104201439,0.899246267739991,0.010175857319847048
223,树AFT三组,15.243445692883876,15.231139646869968,-0.012306046013907945,0.888571671429495,0.8991870100465346,0.01061533861703956
224,参数AFT两组,15.322632423756,15.362760834670928,0.040128410914928025,0.8954784830443517,0.9005782130881811,0.005099730043829354
225,参数AFT两组,14.985018726591743,15.014446227929358,0.02942750133761507,0.8958672904270505,0.8996827578369794,0.0038154674099288854
226,参数AFT两组,15.169609416800409,15.163723916532886,-0.005885500267522659,0.8922072669475322,0.8995313492742101,0.0073240823266779165
227,参数AFT两组,15.366506153022987,15.323167469234868,-0.04333868378811978,0.8922459175184736,0.8976573869910586,0.005411469472584973
228,树AFT三组,15.465489566613144,15.443552701979648,-0.021936864633495645,0.8867786713057112,0.8996811665846631,0.012902495278951931
229,树AFT三组,15.213483146067395,15.191546281433903,-0.021936864633492092,0.8894814386377647,0.8968019647431663,0.00732052610540157
230,参数AFT两组,15.252006420545731,15.25521669341892,0.0032102728731882024,0.8919001174813846,0.8963304896206783,0.004430372139293648
231,树AFT三组,15.149277688603512,15.02514713750667,-0.12413055109684201,0.8867783115516229,0.898287206830317,0.011508895278694142
232,树AFT三组,15.010165864098429,15.042803638309238,0.0326377742108086,0.8898272722691558,0.8985795102120833,0.008752237942927454
233,树AFT三组,15.27929373996788,15.28303905831994,0.003745318352059712,0.8813142396640234,0.8970850208317964,0.015770781167772974
234,参数AFT两组,15.23542001070089,15.230069555912234,-0.005350454788656478,0.8916742528587535,0.8956028673415497,0.003928614482796244
235,树AFT三组,14.848047084002124,14.934189406099502,0.08614232209737871,0.8918049117756832,0.8987618724361416,0.006956960660458367
236,参数AFT两组,15.225254146602442,15.284109149277668,0.058855002675226586,0.8909979439948988,0.8955899521138965,0.004592008118997626
237,参数AFT两组,14.820759764579977,14.789727126805763,-0.03103263777421361,0.8933084018388046,0.8954954061366556,0.002187004297851014
238,参数AFT两组,15.22685928303904,15.194756554307098,-0.03210272873194242,0.8926921555287526,0.8991686527622891,0.006476497233536493
239,参数AFT两组,15.123595505617962,15.132691278758678,0.00909577314071619,0.8935770760485824,0.8998021499807398,0.006225073932157432
240,参数AFT两组,15.150882825040112,15.116639914392705,-0.03424291064740714,0.8968908894275848,0.8960844676008741,-0.000806421826710646
241,树AFT三组,15.124130551096826,15.067950775815927,-0.056179775280899236,0.8832962041916712,0.895598852019441,0.012302647827769797
242,参数AFT两组,15.165329052969485,15.101658640984466,-0.06367041198501866,0.8931081187113671,0.8960898001770371,0.0029816814656700164
243,参数AFT两组,15.227929373996771,15.26431246655964,0.03638309256286831,0.8923856714312758,0.8983200742018952,0.005934402770619407
244,树AFT三组,15.418940609951823,15.375066880684843,-0.04387372926698063,0.8880389074352852,0.8989594947141238,0.0109205872788386
245,参数AFT两组,15.221508828250382,15.144462279293723,-0.07704654895665897,0.8926862507845291,0.8977749392913217,0.00508868850679256
246,参数AFT两组,14.955056179775264,14.985553772070611,0.03049759229534743,0.8936683849871316,0.8976672840005823,0.00399889901345063
247,参数AFT两组,15.137506688068468,15.143392188335989,0.005885500267520882,0.8942199639561957,0.9007346033383423,0.006514639382146581
248,树AFT三组,15.006955591225235,15.037453183520583,0.03049759229534743,0.8877569285728637,0.897958263083653,0.010201334510789306
249,树AFT三组,15.174959871589067,15.131086142322083,-0.043873729266984185,0.883872404228041,0.8989567892320468,0.015084385004005774
250,参数AFT两组,15.139646869983926,15.139111824505063,-0.000535045478862628,0.8920948639591102,0.8994283892046897,0.007333525245579509
251,参数AFT两组,15.252006420545728,15.233814874264295,-0.01819154628143238,0.896726385781696,0.8995913997204988,0.002865013938802896
252,树AFT三组,15.02889245585873,15.047619047619031,0.018726591760302114,0.8853334693516218,0.8988052898007177,0.013471820449095895
253,参数AFT两组,15.325842696629195,15.326377742108061,0.0005350454788661807,0.8966172973539606,0.9010676598436276,0.004450362489667015
254,参数AFT两组,15.09737827715354,15.086142322097361,-0.011235955056179137,0.8947641103603114,0.8993219210662666,0.004557810705955179
255,树AFT三组,15.070626003210258,15.133226324237542,0.06260032102728452,0.8829039092255323,0.8966872080973095,0.013783298871777205
256,参数AFT两组,15.155698234349899,15.184055644729783,0.028357410379884485,0.8924403604291711,0.8973824477855415,0.004942087356370473
257,参数AFT两组,15.149277688603513,15.176565008025664,0.027287319422150347,0.8925118347853845,0.8977833558597148,0.005271521074330265
258,树AFT三组,14.957731407169593,14.926163723916515,-0.031567683253078016,0.8875712450678963,0.8987021347460855,0.011130889678189204
259,参数AFT两组,15.19101123595504,15.259497057249849,0.06848582129480896,0.8923449933777763,0.8990478072091292,0.006702813831352961
260,参数AFT两组,15.032102728731925,15.011771000535028,-0.020331728196897103,0.8913351848815465,0.8986647003559838,0.007329515474437276
261,参数AFT两组,15.145532370251452,15.197966827180293,0.0524344569288413,0.8900485123344667,0.9009746575034498,0.010926145168983159
262,树AFT三组,14.953451043338667,14.940609951845895,-0.01284109149277235,0.889733384574096,0.8997393633128284,0.010005978738732435
263,参数AFT两组,15.263242375601909,15.17228464419474,-0.090957731407169,0.8940052272933952,0.8999821584173467,0.00597693112395159
264,参数AFT两组,15.173354735152467,15.204387372926682,0.031032637774215388,0.8913761992018573,0.8964241780484272,0.005047978846569934
265,参数AFT两组,15.110219368646318,15.163723916532888,0.05350454788657011,0.8910993212332379,0.8995160102607637,0.008416689027525792
266,参数AFT两组,14.998394863563384,14.973247726056698,-0.025147137506685624,0.8963794067213844,0.8999071203976019,0.0035277136762175143
267,参数AFT两组,15.380417335473497,15.358480470840004,-0.02193686463349387,0.892257570348485,0.8997585392650066,0.007500968916521633
268,参数AFT两组,15.112894596040643,15.118780096308168,0.005885500267524435,0.8918529056191112,0.8985406376025115,0.006687731983400225
269,参数AFT两组,15.354200107009078,15.33172819689672,-0.022471910112358273,0.8902764142678234,0.8965953696781986,0.006318955410375193
270,参数AFT两组,15.099518459069003,15.096843231674676,-0.002675227394327351,0.8978498205455023,0.8999112159287754,0.0020613953832731013
271,参数AFT两组,15.137506688068468,15.057784911717478,-0.07972177635098987,0.8910389267427559,0.8959450490759094,0.004906122333153573
272,树AFT三组,15.292134831460656,15.276618512573553,-0.015516318887103253,0.8892356575274563,0.8974319480429943,0.008196290515538052
273,参数AFT两组,15.303370786516833,15.295880149812717,-0.007490636704115872,0.8947023062653806,0.8990452452830616,0.004342939017681013
274,树AFT三组,15.304975922953432,15.279293739967878,-0.02568218298555358,0.8876607443420942,0.8956073209339389,0.007946576591844723
275,参数AFT两组,14.871589085072214,14.804708400214,-0.06688068485821397,0.8954350970586301,0.8993990796592557,0.003963982600625582
276,树AFT三组,15.293739967897249,15.283574103798804,-0.010165864098444999,0.8870161042772423,0.8988555794724145,0.011839475195172144
277,树AFT三组,15.072231139646851,15.09791332263241,0.02568218298555891,0.8898573713243401,0.8977225707149402,0.007865199390600153
278,参数AFT两组,14.994649545211328,14.951310861423202,-0.04333868378812511,0.8903497167011949,0.9001866042993835,0.00983688759818857
279,参数AFT两组,15.136436597110736,15.20866773675761,0.072231139646874,0.8919409385523505,0.9001948210689538,0.008253882516603306
280,参数AFT两组,15.121990369181363,15.049224184055628,-0.07276618512573485,0.8952944278373286,0.897828998847912,0.0025345710105834085
281,树AFT三组,14.92937399678971,14.90690208667735,-0.02247191011236005,0.8887964373912901,0.8991129758679229,0.01031653847663283
282,参数AFT两组,15.207597645799876,15.15944355270196,-0.04815409309791541,0.8934503376644394,0.8992415781325334,0.005791240468093983
283,树AFT三组,15.213483146067398,15.187265917602979,-0.026217228464419762,0.8899086644602551,0.8987513421810167,0.008842677720761638
284,参数AFT两组,15.051364365971093,15.011771000535028,-0.0395933654360654,0.8934654437086375,0.8999943155267164,0.00652887181807893
285,参数AFT两组,15.396468699839467,15.393258426966272,-0.003210272873195308,0.891003966103454,0.9007293040724885,0.00972533796903452
286,参数AFT两组,15.362760834670928,15.35741037988227,-0.005350454788658254,0.8936362395733597,0.9004378895025812,0.006801649929221498
287,树AFT三组,14.95666131621186,14.994114499732461,0.037453183520600675,0.8894279291799689,0.8964980211242524,0.00707009194428343
288,参数AFT两组,15.24023542001068,15.254681647940059,0.014446227929377997,0.8938324080808303,0.9001448770647098,0.006312468983879493
289,参数AFT两组,15.22525414660244,15.179240235419993,-0.04601391118244713,0.8914088262506181,0.8979755050013181,0.006566678750699939
290,参数AFT两组,15.309791332263224,15.254681647940057,-0.055109684323166874,0.8935558471342673,0.900448094260575,0.00689224712630776
291,树AFT三组,15.159978598180825,15.11235955056178,-0.0476190476190439,0.8872451740270333,0.8982789810839117,0.011033807056878397
292,树AFT三组,15.173354735152468,15.21241305510967,0.03905831995720099,0.8860209680659406,0.8986659003126007,0.01264493224666019
293,参数AFT两组,15.15088282504011,15.138576779026197,-0.012306046013913274,0.8945270146176264,0.8979282998805383,0.003401285262911946
294,参数AFT两组,15.042268592830371,15.013911182450492,-0.028357410379879155,0.895019749334312,0.8994559899439292,0.004436240609617115
295,参数AFT两组,15.373461744248242,15.339753879079703,-0.033707865168539186,0.8926252546823892,0.9009465674495011,0.0083213127671119
296,参数AFT两组,15.136436597110738,15.135366506153007,-0.001070090957730585,0.8918943983475996,0.901123569520548,0.009229171172948303
297,参数AFT两组,15.369716425896183,15.422150882825022,0.052434456928839523,0.8904269846519866,0.9007200692088162,0.010293084556829646
298,参数AFT两组,14.971107544141233,15.008560727661834,0.037453183520600675,0.8956451357339009,0.9011810708475891,0.005535935113688217
299,参数AFT两组,15.394863563402872,15.357945425361137,-0.036918138041734494,0.8951021976627426,0.9002488184427251,0.005146620779982514
300,参数AFT两组,15.226859283039039,15.233814874264295,0.006955591225256796,0.8903893487232213,0.8997170433984919,0.009327694675270615
301,参数AFT两组,14.914927768860341,14.979668271803085,0.06474050294274392,0.8945960468260514,0.8973137687869832,0.002717721960931785
302,参数AFT两组,14.970037453183503,14.963616907437116,-0.006420545746387063,0.8939231824618743,0.8975265988329296,0.0036034163710553235
303,树AFT三组,15.04280363830924,15.066880684858194,0.02407704654895504,0.8870682272347807,0.8962583943111704,0.009190167076389644
304,参数AFT两组,15.213483146067396,15.163723916532886,-0.049759229534510396,0.8936267668758023,0.899801365740966,0.006174598865163694
305,参数AFT两组,14.937934724451562,14.961476725521651,0.023542001070088858,0.8920029345414828,0.8981155879210668,0.006112653379583999
306,参数AFT两组,15.2289994649545,15.224184055644711,-0.004815409309788521,0.893103595613385,0.8994541138455089,0.006350518232123847
307,参数AFT两组,15.057249866238614,15.02140181915461,-0.03584804708400391,0.8943090109887111,0.8947197523727275,0.000410741384016422
308,树AFT三组,14.942215088282486,14.925628678437652,-0.016586409844833838,0.8874458743937901,0.8980261744355313,0.010580300041741264
309,参数AFT两组,15.252006420545728,15.339753879079703,0.08774745853397548,0.8906329237908635,0.8971333561912017,0.006500432400338263
310,参数AFT两组,15.164258962011756,15.155163188871038,-0.009095773140717966,0.8959047140024226,0.9006842084575073,0.004779494455084743
311,参数AFT两组,15.07597645799891,15.05778491171748,-0.018191546281430604,0.8960941248205547,0.8990557763887619,0.0029616515682071576
312,树AFT三组,15.240770465489547,15.23434991974316,-0.006420545746387063,0.8832979663730888,0.8953528517415719,0.012054885368483093
313,参数AFT两组,15.065810593900464,15.065810593900466,1.7763568394002505e-15,0.8940132388248228,0.8993028990563096,0.0052896602314868035
314,参数AFT两组,15.36597110754412,15.329588014981256,-0.036383092562862984,0.8921257427342978,0.8971612650505245,0.005035522316226726
315,参数AFT两组,15.030497592295328,15.00642054574637,-0.02407704654895859,0.8931340578271797,0.8969754186228328,0.003841360795653115
316,参数AFT两组,15.183520599250915,15.11342964151951,-0.07009095773140572,0.8969758567603048,0.8984940618076788,0.0015182050473739883
317,参数AFT两组,15.294810058854985,15.270197966827162,-0.024612092027822996,0.8916965230856421,0.8962750244236368,0.004578501337994756
318,参数AFT两组,15.077046548956641,15.067950775815929,-0.009095773140712637,0.8912418114062574,0.8967646060805192,0.005522794674261866
319,参数AFT两组,15.322632423755998,15.343499197431763,0.02086677367576506,0.894230003764053,0.8986033353004883,0.004373331536435265
320,参数AFT两组,15.040663456393776,15.08132691278757,0.040663456393794206,0.8917930523895161,0.9014652030326537,0.009672150643137534
321,参数AFT两组,15.032102728731925,15.002675227394311,-0.029427501337613293,0.8926287333001379,0.9004584006872878,0.007829667387149852
322,参数AFT两组,15.121990369181363,15.140716960941662,0.01872659176029856,0.8914430268598792,0.897585142756576,0.006142115896696776
323,参数AFT两组,15.097913322632403,15.121990369181363,0.024077046548960368,0.890791139853679,0.9010396351672143,0.010248495313535333
324,树AFT三组,15.22043873729265,15.248796147672538,0.028357410379888037,0.88976349017814,0.9009261135685749,0.011162623390434834
325,参数AFT两组,15.093097913322612,15.054574638844285,-0.03852327447832771,0.8940501781159035,0.8972218044766243,0.0031716263607207695
326,参数AFT两组,14.985018726591745,14.966292134831443,-0.018726591760302114,0.8948456322083197,0.8967729361048281,0.0019273038965084144
327,参数AFT两组,14.990369181380402,14.96522204387371,-0.025147137506690953,0.8985105781012481,0.9000139760384963,0.0015033979372481854
328,参数AFT两组,15.121990369181363,15.11717495987157,-0.00481540930979385,0.8968654005321011,0.8983244061010236,0.0014590055689225334
329,树AFT三组,15.14981273408238,15.167469234884948,0.017656500802567976,0.8867754441416793,0.8984309931253166,0.011655548983637298
330,树AFT三组,15.187800963081845,15.20064205457462,0.012841091492775902,0.8891343406778013,0.9001682655985088,0.011033924920707538
331,参数AFT两组,15.057784911717478,15.04761904761903,-0.010165864098448552,0.8936504524551464,0.8991192583221043,0.00546880586695786
332,参数AFT两组,15.123595505617956,15.119850187265902,-0.003745318352054383,0.8926309228667477,0.8993146424027122,0.006683719535964472
333,树AFT三组,15.174959871589065,15.13483146067414,-0.04012841091492447,0.889516568638941,0.8988428828132964,0.009326314174355366
334,参数AFT两组,15.20706260032101,15.241305510968417,0.03424291064740714,0.8911581446073037,0.8997519309008284,0.008593786293524697
335,参数AFT两组,15.186195826645246,15.123060460139094,-0.06313536650615248,0.8917462735757329,0.8992065520561354,0.007460278480402538
336,树AFT三组,15.149812734082376,15.13001605136435,-0.019796682718025593,0.8877740581477194,0.8985088756943681,0.010734817546648734
337,参数AFT两组,15.080791867308704,15.01284109149276,-0.06795077581594455,0.8941777811649215,0.8997127049652636,0.00553492380034204
338,参数AFT两组,14.83467094703048,14.90208667736756,0.06741573033708015,0.8914297908696401,0.9009218736039588,0.009492082734318674
339,参数AFT两组,15.298555377207045,15.275548421615822,-0.023006955591222678,0.8927810337679011,0.9008635535104903,0.008082519742589223
340,参数AFT两组,15.425361155698218,15.434991974317796,0.009630818619578818,0.8969699452338419,0.9001818985722397,0.003211953338397855
341,参数AFT两组,15.266987693953967,15.315676832530748,0.04868913857678159,0.8916956138379135,0.8974052613888962,0.005709647550982688
342,树AFT三组,14.97913322632422,14.983413590155148,0.004280363830927669,0.8896070681272157,0.9000674639439378,0.01046039581672209
343,参数AFT两组,15.137506688068468,15.17335473515247,0.03584804708400213,0.8939985557523304,0.8992928861461698,0.005294330393839308
344,参数AFT两组,15.23916532905295,15.177635098983398,-0.06153023006955216,0.8913719725627045,0.8996312095279398,0.00825923696523534
345,树AFT三组,15.280363830925609,15.301230604601374,0.02086677367576506,0.886072980169838,0.8963361384881714,0.010263158318333354
346,参数AFT两组,15.552701979668248,15.54200107009094,-0.010700909577307627,0.8953735913003287,0.9013631427392157,0.00598955143888702
347,参数AFT两组,15.2493311931514,15.31781701444621,0.06848582129480896,0.890161299102091,0.8985182978970774,0.008356998794986414
348,参数AFT两组,15.151952915997843,15.158908507223098,0.00695559122525502,0.892974765083566,0.8992364859981705,0.006261720914604529
349,树AFT三组,15.18673087212411,15.265917602996238,0.07918673087212724,0.8888949627200046,0.8980166044720622,0.009121641752057652
350,树AFT三组,15.326377742108061,15.340288924558571,0.01391118245051004,0.8886521043357244,0.898727023100942,0.0100749187652176
351,参数AFT两组,15.279293739967876,15.276618512573549,-0.002675227394327351,0.8934539575096171,0.8999003709300404,0.0064464134204232915
352,参数AFT两组,15.02407704654894,14.947565543071146,-0.07651150347779456,0.8964882120199702,0.8961617820641328,-0.0003264299558374262
353,树AFT三组,15.213483146067395,15.24398073836274,0.030497592295345655,0.8894091092707587,0.8992001524016394,0.00979104313088075
354,参数AFT两组,15.253611556982325,15.258962011770983,0.005350454788658254,0.8907631413551025,0.8975516024242384,0.006788461069135887
355,树AFT三组,15.092027822364884,15.191546281433904,0.09951845906902079,0.8874330803305507,0.8998910552636644,0.012457974933113736
356,树AFT三组,15.393258426966272,15.336008560727644,-0.057249866238628044,0.8898866073592189,0.898309736071358,0.008423128712139127
357,参数AFT两组,15.29534510433385,15.324237560192598,0.02889245585874889,0.8952965669739094,0.9003189232847886,0.005022356310879217
358,参数AFT两组,15.136436597110738,15.09844836811127,-0.037988228999466855,0.8937209198335119,0.8995819003567068,0.0058609805231949474
359,参数AFT两组,15.304975922953433,15.261637239165312,-0.04333868378812156,0.8908746064735852,0.8995642653172984,0.0086896588437132
360,树AFT三组,15.227929373996771,15.154093097913305,-0.07383627608346544,0.8896897491604197,0.8992437802392378,0.009554031078818137
361,参数AFT两组,15.169609416800407,15.094168004280345,-0.0754414125200622,0.8904209635693757,0.8986794582455186,0.008258494676142925
362,参数AFT两组,15.065810593900464,15.0090957731407,-0.05671482075976364,0.8909083863843238,0.896096997604088,0.0051886112197642165
363,树AFT三组,14.945425361155682,14.956126270732996,0.010700909577314732,0.8882677205274171,0.8985912073429541,0.010323486815536964
364,树AFT三组,15.019261637239149,15.07597645799891,0.056714820759761864,0.8897758793867816,0.8990513785598637,0.009275499173082125
365,参数AFT两组,15.20920278223647,15.125200642054555,-0.08400214018191576,0.8927857732676235,0.9000849152382487,0.0072991419706252
366,参数AFT两组,15.215623327982861,15.219368646334921,0.003745318352059712,0.8932857035103088,0.8991650136828755,0.00587931017256671
367,参数AFT两组,15.26056714820758,15.177635098983398,-0.08293204922418163,0.8950145457740896,0.8953524077726752,0.00033786199858565347
368,参数AFT两组,15.226859283039037,15.1744248261102,-0.05243445692883597,0.8965339177040581,0.8982767585583696,0.0017428408543115337
369,参数AFT两组,15.194221508828232,15.212413055109666,0.018191546281434157,0.8943906655852578,0.9008370434241648,0.0064463778389070026
370,参数AFT两组,15.18673087212411,15.205457463884414,0.01872659176030389,0.8960411863268676,0.8993160016331094,0.0032748153062418517
371,树AFT三组,15.290529695024059,15.328517924023524,0.03798822899946508,0.8891017151158618,0.9001111662328617,0.011009451116999913
372,参数AFT两组,15.293739967897253,15.28410914927767,-0.00963081861958237,0.8934821111135955,0.8989252567835967,0.005443145670001148
373,参数AFT两组,15.250936329587997,15.264847512038509,0.013911182450511816,0.8906540302907102,0.9002612419460513,0.009607211655341064
374,参数AFT两组,15.120385232744763,15.102728731942197,-0.0176565008025662,0.893243778114615,0.8988390853242642,0.005595307209649181
375,参数AFT两组,15.030497592295328,14.977528089887624,-0.05296950240770393,0.8921738243003562,0.8987912538027577,0.006617429502401517
376,参数AFT两组,15.280898876404473,15.211342964151935,-0.06955591225253777,0.892706688370281,0.8975735472554478,0.004866858885166803
377,树AFT三组,15.057249866238612,15.08988764044942,0.0326377742108086,0.8896109007202173,0.8989085475859241,0.009297646865706777
378,参数AFT两组,15.0840021401819,15.062065275548404,-0.021936864633495645,0.8934614193259192,0.898074249188726,0.0046128298628068665
379,参数AFT两组,15.02300695559121,14.978598180845353,-0.04440877474585747,0.8937553002586918,0.898713764703991,0.004958464445299238
380,参数AFT两组,15.149277688603512,15.149277688603513,1.7763568394002505e-15,0.8928207684311573,0.8949342317480191,0.0021134633168617967
381,树AFT三组,15.300695559122504,15.181380417335456,-0.11931514178704816,0.8878247277049146,0.898876477644211,0.011051749939296363
382,参数AFT两组,15.088282504012824,15.01765650080255,-0.07062600321027368,0.893317900574856,0.8995606730978105,0.006242772522954465
383,参数AFT两组,15.380417335473494,15.307116104868896,-0.07330123060459748,0.8950864350901556,0.8994555709301831,0.004369135840027516
384,树AFT三组,15.054574638844285,15.046013911182431,-0.008560727661853562,0.8888480002585767,0.9001668686779193,0.011318868419342598
385,参数AFT两组,14.998929909042252,15.04012841091491,0.04119850187265861,0.8947012517311871,0.8986808725004083,0.003979620769221204
386,参数AFT两组,15.124130551096826,15.156768325307633,0.032637774210806825,0.8938110023836776,0.8988032333523155,0.0049922309686378785
387,树AFT三组,15.249331193151399,15.30765115034776,0.05831995719636218,0.8882959587985284,0.8987409529534492,0.01044499415492084
388,参数AFT两组,15.490101658640965,15.538255751738879,0.04815409309791363,0.8921368256998219,0.8988725430829012,0.0067357173830793204
389,参数AFT两组,15.138041733547333,15.138576779026199,0.0005350454788661807,0.8938265183350038,0.8988711213571621,0.005044603022158256
390,参数AFT两组,15.124130551096826,15.11128945960405,-0.012841091492775902,0.8954838099615795,0.8990873120170889,0.003603502055509411
391,参数AFT两组,15.207597645799876,15.120385232744766,-0.0872124130551093,0.8974629270917384,0.8942781960621586,-0.0031847310295797238
392,树AFT三组,15.109149277688584,15.07383627608345,-0.035313001605134176,0.8882868453931378,0.8965612848602467,0.008274439467108818
393,参数AFT两组,15.302835741037969,15.296415195291582,-0.006420545746387063,0.8925359030971816,0.8965388951116393,0.004002992014457751
394,参数AFT两组,14.950240770465474,14.916532905296933,-0.03370786516854096,0.8931411342642138,0.8992832675404274,0.006142133276213602
395,参数AFT两组,14.929373996789709,14.941144997324756,0.011771000535047094,0.8928097568618506,0.8973984967430213,0.0045887398811707
396,参数AFT两组,15.171749598715875,15.173889780631335,0.0021401819154593937,0.8945054203322763,0.8990040957795519,0.0044986754472755575
397,参数AFT两组,15.409844836811109,15.351524879614749,-0.058319957196360406,0.8952166127092502,0.8966899456344709,0.0014733329252206717
398,参数AFT两组,14.87586944890314,14.902621722846424,0.026752273943284166,0.8912029196990389,0.8962416532229871,0.005038733523948236
399,参数AFT两组,14.92937399678971,14.947565543071144,0.018191546281434157,0.891837177050683,0.9002175601666427,0.008380383115959678
400,参数AFT两组,15.125200642054557,15.097913322632408,-0.02728731942214857,0.8931158671909464,0.8996864332426443,0.006570566051697924
401,参数AFT两组,15.270733012306025,15.232744783306561,-0.0379882289994633,0.8960423860119462,0.8982598380826496,0.0022174520707034517
402,参数AFT两组,15.040663456393778,15.11235955056178,0.07169609416800249,0.8934651457539287,0.8983499704535287,0.004884824699600054
403,参数AFT两组,15.027822364901,15.037988228999447,0.010165864098446775,0.8953042079865816,0.8998813114085179,0.0045771034219362905
404,参数AFT两组,15.253611556982325,15.269127875869431,0.015516318887106806,0.8901564433219301,0.8964860930918152,0.006329649769885037
405,参数AFT两组,14.919743178170128,14.951310861423208,0.03156768325307979,0.8928609143931228,0.8996006178625802,0.006739703469457403
406,参数AFT两组,15.211342964151934,15.162653825575154,-0.04868913857677981,0.8913376931861829,0.8991164487794973,0.007778755593314313
407,参数AFT两组,15.297485286249312,15.342429106474034,0.044943820224721875,0.895933914206118,0.9002784861611705,0.004344571955052445
408,树AFT三组,15.271268057784894,15.276083467094683,0.004815409309788521,0.8886911145259182,0.8976646361801481,0.008973521654229932
409,树AFT三组,15.337078651685372,15.310326377742088,-0.026752273943284166,0.8897660389773524,0.8989260289210979,0.00915998994374545
410,参数AFT两组,15.155698234349899,15.24023542001068,0.08453718566078194,0.8932797779317247,0.9001730800887483,0.006893302157023551
411,树AFT三组,15.033707865168521,15.062065275548404,0.028357410379882708,0.8872068086873538,0.8969153631747417,0.009708554487387944
412,参数AFT两组,15.149812734082378,15.093097913322616,-0.056714820759761864,0.8966015628960684,0.8993860434656312,0.0027844805695628194
413,参数AFT两组,15.226324237560172,15.189941144997306,-0.03638309256286654,0.8960248422670127,0.8977325836196042,0.0017077413525914409
414,参数AFT两组,15.226324237560174,15.11235955056178,-0.11396468699839346,0.8942874374660499,0.8987662129046796,0.004478775438629734
415,参数AFT两组,14.956661316211859,14.939004815409293,-0.0176565008025662,0.8911614726757524,0.8988004930786947,0.007639020402942287
416,参数AFT两组,15.380417335473494,15.357410379882273,-0.0230069555912209,0.8968054150152811,0.8959749199358724,-0.0008304950794086885
417,树AFT三组,15.187800963081845,15.19957196361689,0.011771000535045317,0.8871790440419508,0.8978843537697994,0.010705309727848555
418,参数AFT两组,15.360620652755465,15.385232744783288,0.024612092027822996,0.8908588579398008,0.8953106981509757,0.004451840211174951
419,参数AFT两组,15.14178705189939,15.096843231674674,-0.044943820224716546,0.8956752542095944,0.8988960059317005,0.003220751722106119
420,参数AFT两组,15.070626003210258,15.108079186730857,0.0374531835205989,0.8949231873588941,0.9000435173569319,0.005120329998037798
421,参数AFT两组,15.197431781701425,15.130016051364349,-0.0674157303370766,0.8942865954669125,0.8979142960217622,0.003627700554849733
422,参数AFT两组,14.927768860353115,14.882289994649527,-0.045478865703588056,0.891592557556325,0.8963344369199815,0.004741879363656443
423,参数AFT两组,15.13750668806847,15.185660781166382,0.048154093097911854,0.8933141546712771,0.8970360921185214,0.003721937447244361
424,参数AFT两组,15.254146602461189,15.170679507758141,-0.0834670947030478,0.8970533077944145,0.8960695256887758,-0.000983782105638653
425,参数AFT两组,15.1011235955056,15.087212413055093,-0.013911182450506487,0.8921097955802774,0.9012688218664098,0.00915902628613241
426,参数AFT两组,15.096308186195808,15.047619047619033,-0.04868913857677448,0.8950177456579615,0.8986215005589172,0.003603754900955658
427,参数AFT两组,15.290529695024059,15.201712145532351,-0.08881754949170784,0.8974653865923138,0.8976284866122114,0.0001631000198976107
428,参数AFT两组,14.892455858747981,14.925628678437652,0.03317281968967123,0.8960675405202024,0.8997046199545229,0.003637079434320456
429,参数AFT两组,15.354200107009078,15.378277153558033,0.02407704654895504,0.8924291461173735,0.8995244538505042,0.007095307733130718
430,树AFT三组,15.19689673622256,15.17335473515247,-0.023542001070090635,0.8861793265973805,0.8958267186135481,0.0096473920161676
431,参数AFT两组,15.095773140716942,15.075441412520046,-0.020331728196895327,0.8912727211897661,0.899660702011671,0.00838798082190495
432,参数AFT两组,15.099518459069003,15.064205457463867,-0.03531300160513595,0.8937368656738747,0.8968866506422487,0.0031497849683740364
433,树AFT三组,15.264847512038505,15.302300695559104,0.0374531835205989,0.8849420614549617,0.8918054933369259,0.006863431881964255
434,树AFT三组,14.878009630818603,14.85339753879078,-0.024612092027822996,0.8895540967301477,0.8964257059368866,0.0068716092067389045
435,参数AFT两组,14.945425361155682,14.860353130016035,-0.08507223113964635,0.8960194045815785,0.8970821561477957,0.0010627515662172682
436,参数AFT两组,15.3055109684323,15.27180310326376,-0.033707865168539186,0.8928562581970707,0.8963754124810059,0.003519154283935233
437,参数AFT两组,15.200107009095753,15.264847512038505,0.0647405029427528,0.8905807094901663,0.8984599917351302,0.007879282244963925
438,参数AFT两组,15.226324237560172,15.246655965757073,0.020331728196900656,0.894467521899246,0.8973282499862881,0.002860728087042075
