record,material,angle_deg,thickness_um,bootstrap_lo,bootstrap_hi,bootstrap_n,cv_nrmse_h1,cv_nrmse_h3,cv_gain_pct
附件1(10°),SiC,10.0,7.482232180398159,7.405689244998358,7.648097510285933,400,0.459116666425464,0.48575586539078003,-5.802272257446095
附件2(15°),SiC,15.0,7.480400215587533,7.291000625410121,7.569471490614257,400,0.4916859168894072,0.5189686216056898,-5.548807435625446
附件3(10°),Si,10.0,3.4762727012465406,3.4189563491508386,3.5570638002363544,400,2.1309856007109316,2.2204157530164585,-4.196656808741064
附件4(15°),Si,15.0,3.474687728584043,3.3536402507111234,3.7948409048354605,400,1.9502274835560485,2.050964874910436,-5.16541748097524
