重复,方案,最低审计均值,最低审计保守下限,均值安全,保守下限安全,平均检测孕周
16,问题2_16_18,0.9058142842708742,0.8967765348238804,True,False,16.367041198501873
17,v2数据切点35.33,0.9465149622235217,0.9398685087411295,True,True,18.711610486891384
17,v2整数切点35_开发18_23,0.9484492604167365,0.9438179616100099,True,True,18.84269662921348
17,v2整数切点35_部署18_22,0.9451683651838835,0.9383717226383388,True,True,18.674157303370787
17,问题2_18_22,0.9484492604167365,0.9444256143085312,True,True,18.823970037453183
17,问题2_16_18,0.9053051543951193,0.8967258102430018,True,False,16.411985018726593
18,v2数据切点35.33,0.9488252225813802,0.9430805378560186,True,True,18.636704119850187
18,v2整数切点35_开发18_23,0.9488252225813802,0.9430805378560186,True,True,18.636704119850187
18,v2整数切点35_部署18_22,0.9443792913988506,0.9387533424145006,True,True,18.50936329588015
18,问题2_18_22,0.9521267338986346,0.948190737967712,True,True,18.734082397003746
18,问题2_16_18,0.9094838826006658,0.9021463915088939,True,True,16.367041198501873
19,v2数据切点35.33,0.9431819130851132,0.9366260272583432,True,True,18.823970037453183
19,v2整数切点35_开发18_23,0.9437539490854333,0.9370996418067763,True,True,18.84269662921348
19,v2整数切点35_部署18_22,0.937705026970082,0.9312735792881222,True,True,18.674157303370787
19,问题2_18_22,0.9485110623890098,0.9430034965775261,True,True,18.868913857677903
19,问题2_16_18,0.8964229058032428,0.8894835546530672,True,False,16.43445692883895
20,v2数据切点35.33,0.9482157612322858,0.9419674126329685,True,True,18.59925093632959
20,v2整数切点35_开发18_23,0.9508723478063879,0.9456464213761807,True,True,18.692883895131086
20,v2整数切点35_部署18_22,0.9470669707549721,0.9408411988280173,True,True,18.55430711610487
20,问题2_18_22,0.9508723478063879,0.9464603580232118,True,True,18.764044943820224
