重复,袋外人数,存在方案,胜出组数,胜出切点,胜出推荐孕周,胜出开发平均孕周,袋外平均检测孕周,袋外总体达标概率,袋外政策组最低均值,袋外政策组最低保守下限,袋外审计层最低均值,袋外审计层最低保守下限,袋外均值安全,袋外保守下限安全,袋外政策组人数,袋外审计层人数,袋外政策组均值,袋外政策组保守下限,袋外审计层均值,袋外审计层保守下限
827,99,True,2,36.044734,18|23,18.59925093632959,18.404040404040405,0.9511932655541873,0.945098924027361,0.9303900533796121,0.9338198394651754,0.922506473559135,True,True,91|8,23|32|22|22,0.951729|0.945099,0.947435|0.930390,0.958780|0.957553|0.951384|0.933820,0.953135|0.951797|0.943215|0.922506
828,102,True,2,35.853479,18|24,18.674157303370787,18.58823529411765,0.9539250591494896,0.9530322453221155,0.9486322963196571,0.946129246674144,0.9353627606585999,True,True,92|10,28|21|23|30,0.953032|0.962139,0.948632|0.952037,0.958952|0.958727|0.953590|0.946129,0.953520|0.951429|0.947366|0.935363
829,96,True,2,36.044734,18|24,18.674157303370787,18.375,0.954560948123095,0.9540609246994474,0.9496687694124478,0.9428588425754749,0.9308005215711048,True,True,90|6,25|28|18|25,0.954061|0.962061,0.949669|0.953390,0.960214|0.960225|0.954152|0.942859,0.955439|0.954565|0.946325|0.930801
830,98,True,2,35.170717,18|23,18.692883895131086,18.714285714285715,0.9564183736538769,0.9559715375437793,0.9504627087395198,0.9527423722533577,0.9465063208000191,True,True,84|14,27|18|27|26,0.955972|0.959099,0.952299|0.950463,0.961914|0.953837|0.952742|0.956316,0.957536|0.946506|0.946762|0.947600
831,98,True,1,,19,19.0,19.0,0.9571720832540294,0.9571720832540294,0.9521708291582945,0.9270260128414762,0.9126112478596385,True,True,98,21|16|38|23,0.957172,0.952171,0.968242|0.968229|0.964645|0.927026,0.962077|0.960731|0.960134|0.912611
832,109,True,2,35.611753,18|23,18.580524344569287,18.59633027522936,0.951534165865445,0.9511374902526172,0.9437183644871641,0.9417248151845994,0.93101746000659,True,True,96|13,41|22|21|25,0.951137|0.954463,0.947010|0.943718,0.956057|0.961702|0.941725|0.943408,0.950998|0.955358|0.931017|0.934594
833,116,True,2,35.503502,18|23,18.655430711610485,18.603448275862068,0.9564863667366158,0.9558041979177667,0.9518228204935869,0.9453517678291933,0.9353299317832108,True,True,102|14,40|17|26|33,0.955804|0.961456,0.951823|0.954952,0.961789|0.964017|0.957537|0.945352,0.958073|0.958687|0.951999|0.935330
834,96,True,2,35.817449,18|23,18.56179775280899,18.46875,0.94988513744477,0.9417566060174329,0.9291973161402479,0.9360770629978837,0.925135416602914,True,True,87|9,20|29|27|20,0.950726|0.941757,0.946183|0.929197,0.961069|0.957844|0.943281|0.936077,0.954811|0.951922|0.934553|0.925135
835,106,True,2,35.279930,18|23,18.636704119850187,18.566037735849058,0.9540641026615299,0.9534625918352836,0.9476062740786328,0.9477210725251098,0.9381844996756527,True,True,94|12,21|25|30|30,0.953463|0.958776,0.949289|0.947606,0.962098|0.958589|0.951013|0.947721,0.956825|0.951773|0.944083|0.938184
836,104,True,2,35.817449,18|24,18.696629213483146,18.692307692307693,0.9525155590091381,0.9516055968127612,0.9468199920802769,0.9402831535604594,0.9294648029208883,True,True,92|12,32|22|22|28,0.951606|0.959492,0.946820|0.951747,0.961485|0.961749|0.945803|0.940283,0.956571|0.956771|0.935246|0.929465
837,98,True,2,35.294055,18|23,18.674157303370787,18.76530612244898,0.956686756068362,0.956345291653361,0.9491819062228812,0.948664146607377,0.936400696018522,True,True,83|15,18|30|28|22,0.956345|0.958576,0.952210|0.949182,0.958960|0.961939|0.955901|0.948664,0.952860|0.956872|0.950092|0.936401
838,110,True,2,35.523881,18|24,18.674157303370787,18.87272727272727,0.9529522932674503,0.9508184683046299,0.9463802252719059,0.9496259077580799,0.9392260879195491,True,True,94|16,29|25|29|27,0.950818|0.965489,0.946380|0.957374,0.960654|0.949626|0.950573|0.950315,0.957105|0.941014|0.942841|0.939226
839,96,True,1,,19,19.0,19.0,0.9578922284518518,0.9578922284518518,0.9534488670430427,0.9232095679412273,0.912296366246191,True,True,96,19|35|22|20,0.957892,0.953449,0.971353|0.969571|0.959217|0.923210,0.966981|0.966127|0.951613|0.912296
840,94,True,2,35.698449,18|23,18.636704119850187,18.372340425531913,0.9533178042471558,0.943157603375716,0.9278348040737943,0.9364401730830718,0.9247558198791285,True,True,87|7,29|13|33|19,0.954135|0.943158,0.949997|0.927835,0.960063|0.957293|0.955542|0.936440,0.954395|0.948532|0.949690|0.924756
841,95,True,2,35.986499,18|24,18.719101123595507,18.50526315789474,0.9516530410761179,0.9510564811499193,0.9464434858628608,0.9388909987283347,0.927861604329148,True,True,87|8,20|27|28|20,0.951056|0.958141,0.946679|0.946443,0.959173|0.954066|0.953070|0.938891,0.952490|0.947401|0.945340|0.927862
842,107,True,2,35.294055,18|24,18.674157303370787,18.72897196261682,0.9560398532126818,0.9538653818192657,0.9496090512326608,0.94700062776358,0.9392442936086187,True,True,94|13,26|25|30|26,0.953865|0.971763,0.949609|0.965251,0.960656|0.961877|0.947001|0.956240,0.955131|0.954794|0.939244|0.946461
843,90,True,2,35.611753,18|23,18.636704119850187,18.666666666666668,0.9541478352930391,0.9538707084137491,0.9453691099661122,0.9480938296818503,0.9396485371027541,True,True,78|12,15|24|29|22,0.953871|0.955949,0.949494|0.945369,0.964254|0.957089|0.951079|0.948094,0.958212|0.949499|0.943238|0.939649
844,94,True,2,35.467684,18|23,18.617977528089888,18.47872340425532,0.9510051352913493,0.9507864567899118,0.9398692988980187,0.9431267181799194,0.9325961797497897,True,True,85|9,15|20|34|25,0.950786|0.953070,0.946367|0.939869,0.964196|0.952560|0.950064|0.943127,0.957466|0.944862|0.943941|0.932596
845,94,True,2,35.795244,18|24,18.674157303370787,18.51063829787234,0.9480261935551761,0.9473736658813732,0.9427089593196709,0.9376939266997416,0.9292078752919372,True,True,86|8,22|20|20|32,0.947374|0.955041,0.942709|0.944644,0.955478|0.956717|0.947670|0.937694,0.949434|0.947925|0.938501|0.929208
846,111,True,2,34.745373,18|22,18.50936329588015,18.792792792792792,0.9535604101224586,0.95074802170999,0.9422071832827892,0.9450923466818564,0.9365510657090842,True,True,89|22,28|23|23|37,0.954256|0.950748,0.950135|0.942207,0.960855|0.955888|0.955974|0.945092,0.955619|0.949383|0.950341|0.936551
847,94,True,2,35.258594,18|23,18.617977528089888,18.74468085106383,0.9533948868191046,0.9529007778176259,0.9468095340682454,0.944678865039683,0.9337745146150586,True,True,80|14,30|22|17|25,0.952901|0.956218,0.948330|0.946810,0.958357|0.953755|0.956990|0.944679,0.952088|0.947028|0.949737|0.933775
848,106,True,2,35.330226,18|23,18.674157303370787,18.660377358490567,0.9547600381177437,0.9545296416503186,0.9473179570208076,0.9431054136837059,0.9320765587998071,True,True,92|14,29|17|35|25,0.954530|0.956274,0.950452|0.947318,0.960096|0.964832|0.953771|0.943105,0.955601|0.959699|0.947890|0.932077
849,95,True,2,35.698449,18|23,18.580524344569287,18.57894736842105,0.9497479233501849,0.9462780052296206,0.9355013768433165,0.9361421736630652,0.9269008913826887,True,True,84|11,29|21|21|24,0.950202|0.946278,0.945745|0.935501,0.958411|0.956887|0.946195|0.936142,0.952175|0.949947|0.937569|0.926901
850,106,True,2,34.999822,18|23,18.617977528089888,18.943396226415093,0.9560640127058146,0.9552101853091707,0.9510129939478269,0.9496036005471855,0.9399636438573378,True,True,86|20,28|32|17|29,0.955210|0.959735,0.951154|0.951013,0.960128|0.961483|0.949604|0.949947,0.955842|0.956827|0.939964|0.939974
851,99,True,2,35.782146,18|24,18.741573033707866,18.545454545454547,0.9508068149929189,0.9501871123971729,0.9456649155946631,0.9417375369649047,0.9299877915899809,True,True,90|9,27|29|23|20,0.950187|0.957004,0.945700|0.945665,0.958458|0.957022|0.941738|0.941894,0.952605|0.950616|0.932460|0.929988
852,94,True,1,,19,19.0,19.0,0.9548684914897195,0.9548684914897195,0.9500064484160236,0.9170907126661264,0.907740944583347,True,True,94,31|21|23|19,0.954868,0.950006,0.966810|0.970294|0.955897|0.917091,0.961267|0.964092|0.947808|0.907741
853,108,True,1,,19,19.0,19.0,0.9586447571038842,0.9586447571038842,0.9539880436919876,0.916475784653455,0.9022490952378731,True,True,108,26|39|23|20,0.958645,0.953988,0.970933|0.968562|0.964606|0.916476,0.966912|0.964660|0.958141|0.902249
854,101,True,2,35.330226,18|23,18.56179775280899,18.495049504950494,0.9527673549827281,0.9525998928802751,0.9444604184498736,0.9374669540161542,0.9245222603245428,True,True,91|10,13|39|27|22,0.952600|0.954291,0.948400|0.944460,0.959863|0.959931|0.951470|0.937467,0.951981|0.956496|0.945228|0.924522
855,103,True,2,35.163237,18|23,18.674157303370787,18.631067961165048,0.954116179540389,0.9539340234253264,0.9458083201316043,0.9465495239583426,0.9344420406331483,True,True,90|13,34|24|17|28,0.953934|0.955377,0.949355|0.945808,0.958147|0.961978|0.947419|0.946550,0.953085|0.956373|0.934442|0.936361
856,95,True,2,35.087489,18|23,18.56179775280899,18.842105263157894,0.9517891269946026,0.9495042257188007,0.9444307631926526,0.9439038200073699,0.9313923774749457,True,True,79|16,19|25|25|26,0.949504|0.963071,0.944431|0.953504,0.958686|0.955162|0.951376|0.943904,0.952329|0.947403|0.944556|0.931392
857,101,True,2,35.591373,18|23,18.59925093632959,18.643564356435643,0.9540663217956826,0.9525077763494829,0.9425813204498148,0.9497916500928196,0.940294536925684,True,True,88|13,23|30|16|32,0.954297|0.952508,0.950254|0.942581,0.957026|0.958209|0.950594|0.949792,0.951057|0.952811|0.940295|0.941532
858,104,True,2,30.481257,17|19,18.408239700374533,18.365384615384617,0.9468699126596293,0.9440297247370608,0.9371194924886517,0.9264980989199568,0.914533527118348,True,True,33|71,28|23|23|30,0.944030|0.948190,0.937119|0.941371,0.947488|0.960751|0.958808|0.926498,0.940738|0.951677|0.951455|0.914534
859,94,True,2,35.221012,18|23,18.56179775280899,19.01063829787234,0.9563960848683286,0.9553319735039945,0.9514065162504978,0.9473329001173706,0.9381924526210601,True,True,75|19,19|30|21|24,0.955332|0.960597,0.951407|0.954554,0.965087|0.956385|0.947333|0.957460,0.961363|0.950866|0.938192|0.950841
860,102,True,1,,19,19.0,19.0,0.9549909689109942,0.9549909689109942,0.9504408975595684,0.9247041612714242,0.9136494659486124,True,True,102,17|31|32|22,0.954991,0.950441,0.971556|0.964138|0.958151|0.924704,0.967810|0.958215|0.951397|0.913649
861,110,True,2,35.986499,18|24,18.696629213483146,18.6,0.9534152507115781,0.9531531098147786,0.9469083154302419,0.9470810624988031,0.9355366159013173,True,True,99|11,24|39|32|15,0.953153|0.955775,0.949120|0.946908,0.960273|0.956694|0.947081|0.947431,0.955465|0.951321|0.938544|0.935537
862,97,True,2,35.365688,18|23,18.59925093632959,18.61855670103093,0.9546191742682477,0.9542294454399675,0.9460297836216682,0.9449690415000446,0.9359045697783097,True,True,85|12,17|25|26|29,0.954674|0.954229,0.950428|0.946030,0.957095|0.960499|0.958110|0.944969,0.950034|0.954233|0.952162|0.935905
863,104,True,2,35.467684,18|23,18.636704119850187,18.48076923076923,0.9528674736380329,0.9490149202571269,0.9375156688259649,0.9357273407822887,0.9248984474812105,True,True,94|10,33|24|23|24,0.953277|0.949015,0.949202|0.937516,0.961229|0.959267|0.952079|0.935727,0.956851|0.954080|0.944421|0.924898
864,96,True,2,36.044734,18|24,18.674157303370787,18.4375,0.9522946326920443,0.9519152437700711,0.9436802536411116,0.9379844569216145,0.9245511973167782,True,True,89|7,20|20|39|17,0.951915|0.957118,0.947517|0.943680,0.962098|0.954843|0.952198|0.937984,0.956096|0.946618|0.946043|0.924551
865,96,True,1,,19,19.0,19.0,0.9573712993103083,0.9573712993103083,0.9521012518129771,0.9314815104793946,0.9153686348495841,True,True,96,32|19|21|24,0.957371,0.952101,0.967124|0.969699|0.960945|0.931482,0.962626|0.964796|0.953810|0.915369
866,108,True,1,,19,19.0,19.0,0.959207875897572,0.959207875897572,0.9549404019857322,0.927815572892871,0.9133974266756961,True,True,108,22|32|33|21,0.959208,0.954940,0.964884|0.970444|0.964505|0.927816,0.959566|0.967025|0.959437|0.913397
867,106,True,2,35.720654,18|24,18.764044943820224,18.735849056603772,0.9502392269334748,0.9485276044392416,0.9439919450871485,0.9434783995887476,0.9331809737140442,True,True,93|13,19|24|36|27,0.948528|0.962484,0.943992|0.955707,0.958562|0.952868|0.949165|0.943478,0.951501|0.946164|0.941958|0.933181
868,105,True,2,35.467684,18|23,18.636704119850187,18.571428571428573,0.9500574685949791,0.9499519424296142,0.9418446074608876,0.9406582127061366,0.9321237048241537,True,True,93|12,22|24|21|38,0.949952|0.950875,0.945322|0.941845,0.957377|0.959504|0.948602|0.940658,0.951336|0.952439|0.940270|0.932124
869,99,True,1,,19,19.0,19.0,0.9562747488790443,0.9562747488790443,0.9521154354925149,0.9280645781125308,0.9186535438154667,True,True,99,29|22|25|23,0.956275,0.952115,0.967012|0.970912|0.956892|0.928065,0.962620|0.966936|0.949976|0.918654
870,95,True,2,35.689748,18|24,18.674157303370787,18.63157894736842,0.9533301815755113,0.9522869260371175,0.9481275474477198,0.9445269605488625,0.9353298795696012,True,True,85|10,31|12|23|29,0.952287|0.962198,0.948128|0.952924,0.959617|0.956842|0.954124|0.944527,0.954654|0.947894|0.947583|0.935330
871,96,True,2,34.745373,18|22,18.524344569288388,18.708333333333332,0.95022825526921,0.9428904979999402,0.933459112969211,0.9384435079929238,0.9277359372532443,True,True,79|17,21|27|22|26,0.951807|0.942890,0.946962|0.933459,0.960090|0.959929|0.942837|0.938444,0.954778|0.955170|0.933058|0.927736
872,105,True,2,34.872387,18|23,18.655430711610485,18.952380952380953,0.9584206477371783,0.9578209322375313,0.9545124748324912,0.9539604150804254,0.9469839319378752,True,True,85|20,26|21|28|30,0.957821|0.960969,0.954512|0.955013,0.962359|0.953960|0.959549|0.957076,0.957583|0.946984|0.955645|0.950061
873,100,True,2,35.733752,18|24,18.674157303370787,18.66,0.9538195874114531,0.953106584806368,0.9492848581392777,0.9441512840455825,0.934216267218681,True,True,89|11,22|33|21|24,0.953107|0.959588,0.949285|0.949774,0.959093|0.960094|0.949484|0.944151,0.953426|0.956175|0.941284|0.934216
874,99,True,2,35.611753,18|24,18.741573033707866,18.78787878787879,0.954287382373889,0.9529619224691483,0.9488461031568468,0.9515964987597191,0.9397623329052627,True,True,86|13,25|26|31|17,0.952962|0.963056,0.948846|0.954326,0.960214|0.951596|0.953087|0.951877,0.955526|0.945376|0.945237|0.939762
875,97,True,2,31.633451,17|20,18.46067415730337,18.63917525773196,0.9497006542586599,0.942713204014192,0.937283725811946,0.9420831364783917,0.9338746124128717,True,True,44|53,17|27|19|34,0.942713|0.955502,0.937284|0.948801,0.943714|0.942083|0.969085|0.947911,0.938157|0.933875|0.963417|0.938566
876,96,True,2,34.999822,18|23,18.580524344569287,18.833333333333332,0.9550553038439228,0.9542251202577565,0.9494062971328654,0.9470260989862356,0.9369153524436349,True,True,80|16,19|17|30|30,0.954225|0.959206,0.949406|0.951717,0.961543|0.960996|0.955609|0.947026,0.955365|0.953322|0.949353|0.936915
877,98,True,2,30.040282,17|19,18.56554307116105,18.510204081632654,0.9485127438194604,0.9449090836005768,0.9382777211370724,0.9220557180952488,0.9074260848129806,True,True,24|74,27|23|24|24,0.944909|0.949681,0.938278|0.942892,0.945711|0.970054|0.957478|0.922056,0.939249|0.965977|0.949136|0.907426
878,93,True,1,,19,19.0,19.0,0.9568873039782525,0.9568873039782525,0.9521521957624053,0.9236929251523034,0.910362693925264,True,True,93,27|25|22|19,0.956887,0.952152,0.966446|0.968981|0.960082|0.923693,0.959934|0.965119|0.953749|0.910363
879,98,True,1,,19,19.0,19.0,0.9567226052098126,0.9567226052098126,0.9521939817662091,0.9151205934592918,0.9016747016196068,True,True,98,31|25|26|16,0.956723,0.952194,0.963982|0.965241|0.965478|0.915121,0.958763|0.960332|0.959645|0.901675
880,100,True,1,,19,19.0,19.0,0.9585569870220527,0.9585569870220527,0.9540176217236048,0.9333809595051014,0.9217878012633802,True,True,100,16|37|21|26,0.958557,0.954018,0.970900|0.970341|0.959562|0.933381,0.963560|0.966525|0.952806|0.921788
881,100,True,1,,19,19.0,19.0,0.955132509938078,0.955132509938078,0.9502423714264847,0.9291745489667257,0.9171989751706869,True,True,100,17|36|19|28,0.955133,0.950242,0.965874|0.967761|0.959848|0.929175,0.960224|0.963778|0.951028|0.917199
882,97,True,1,,19,19.0,19.0,0.957847738155374,0.957847738155374,0.9532855734337745,0.9244277745347554,0.9101352899813839,True,True,97,20|30|28|19,0.957848,0.953286,0.968050|0.966054|0.964446|0.924428,0.962689|0.961908|0.958553|0.910135
883,93,True,2,34.999822,18|22,18.56928838951311,18.602150537634408,0.9521552839969193,0.9398202020078078,0.9283564617414432,0.9357233679796185,0.9237923712579473,True,True,79|14,25|22|25|21,0.954341|0.939820,0.950147|0.928356,0.959188|0.956034|0.955512|0.935723,0.953989|0.949539|0.949288|0.923792
884,96,True,2,36.044734,18|24,18.674157303370787,18.5625,0.9514259360188745,0.9505636110608765,0.9460820196869438,0.9401109581874943,0.9294475293787813,True,True,87|9,27|24|22|23,0.950564|0.959762,0.946082|0.949264,0.957083|0.961562|0.945256|0.940111,0.950934|0.956888|0.935420|0.929448
885,94,True,2,34.872387,18|23,18.674157303370787,18.69148936170213,0.9570375074137456,0.9569004242547483,0.9496616378792406,0.9498112031995781,0.9394904239926684,True,True,81|13,29|17|20|28,0.956900|0.957892,0.952660|0.949662,0.960081|0.962926|0.957737|0.949811,0.954735|0.958786|0.952016|0.939490
886,92,True,2,34.746042,18|23,18.655430711610485,19.08695652173913,0.9544157031201389,0.9529804153012235,0.9485777348074433,0.9440474070476216,0.9347330020110803,True,True,72|20,29|13|21|29,0.952980|0.959583,0.948578|0.952095,0.959949|0.961140|0.944047|0.953376,0.955504|0.952952|0.934733|0.945599
887,92,True,2,35.453559,18|23,18.56179775280899,18.652173913043477,0.9540636952498723,0.9537989827787842,0.949628618080029,0.9481038879360658,0.9398969490907456,True,True,80|12,23|19|24|26,0.953799|0.955828,0.949629|0.949675,0.961406|0.956061|0.951903|0.948104,0.956137|0.948585|0.944322|0.939897
888,95,True,2,34.817975,18|23,18.749063670411985,18.894736842105264,0.9517382546100291,0.951284907692158,0.9417098062315342,0.9459411084830996,0.9353489696784107,True,True,78|17,21|28|19|27,0.951837|0.951285,0.947056|0.941710,0.955758|0.957426|0.945941|0.946793,0.949970|0.951336|0.935349|0.936467
889,87,True,2,35.937176,18|24,18.674157303370787,18.482758620689655,0.9513010371418885,0.9510565643843597,0.9418762348994202,0.9347499915052854,0.9228561992061118,True,True,80|7,21|23|19|24,0.951057|0.954095,0.946115|0.941876,0.960163|0.958827|0.953303|0.934750,0.952795|0.954162|0.945128|0.922856
890,92,True,2,34.544577,18|23,19.01123595505618,18.76086956521739,0.9581757969311688,0.9578054733083194,0.9499308214877606,0.954793958719076,0.947022080342227,True,True,78|14,23|29|21|19,0.957805|0.960239,0.954235|0.949931,0.964947|0.954794|0.956344|0.957164,0.960097|0.948628|0.950538|0.947022
891,95,True,1,,19,19.0,19.0,0.9557236324558022,0.9557236324558022,0.9507336217304939,0.9290833162291329,0.915782105038371,True,True,95,32|22|17|24,0.955724,0.950734,0.968065|0.967773|0.954509|0.929083,0.963418|0.963343|0.944691|0.915782
892,93,True,1,,19,19.0,19.0,0.9604051281613579,0.9604051281613579,0.9559029262199878,0.9313502900047363,0.915317890853634,True,True,93,17|35|24|17,0.960405,0.955903,0.966094|0.972235|0.959704|0.931350,0.959838|0.969178|0.952565|0.915318
893,100,True,2,35.591373,18|23,18.674157303370787,18.45,0.951220093908434,0.9511880509296478,0.9397787182999637,0.9328337949368743,0.9200546262190582,True,True,91|9,29|33|18|20,0.951188|0.951544,0.946405|0.939779,0.963336|0.955145|0.944933|0.932834,0.958129|0.949032|0.933406|0.920055
894,101,True,2,35.676651,18|23,18.580524344569287,18.594059405940595,0.9537872149943728,0.9462719271217307,0.9360896913168676,0.940102079740604,0.9301099705953889,True,True,89|12,27|24|24|26,0.954801|0.946272,0.950558|0.936090,0.958587|0.963536|0.953464|0.940102,0.952945|0.958906|0.945318|0.930110
895,105,True,2,35.591373,18|23,18.636704119850187,18.61904761904762,0.9529021619110652,0.9480323935830608,0.9388691219374885,0.9415062618631396,0.9321637572762143,True,True,92|13,29|22|24|30,0.953590|0.948032,0.949140|0.938869,0.963277|0.962282|0.946013|0.941506,0.958770|0.958759|0.936089|0.932164
896,95,True,2,35.078934,18|23,18.692883895131086,18.736842105263158,0.9556645427931559,0.9545785292175717,0.9501938200599142,0.9488892932239803,0.9384220664361357,True,True,81|14,28|24|17|26,0.954579|0.961948,0.950194|0.954135,0.959925|0.962751|0.949005|0.948889,0.955165|0.958391|0.938422|0.938552
897,108,True,2,35.591373,18|24,18.696629213483146,18.833333333333332,0.9548911408447242,0.9526396509359496,0.9485320809767459,0.9470649373342233,0.937176225317237,True,True,93|15,24|40|15|29,0.952640|0.968850,0.948532|0.966771,0.962042|0.956412|0.954525|0.947065,0.956860|0.951252|0.947520|0.937176
898,104,True,2,35.467684,18|23,18.674157303370787,18.673076923076923,0.9542265734841145,0.9534368344102083,0.9434034037656952,0.9413970194332651,0.9328742742599061,True,True,90|14,33|29|18|24,0.954349|0.953437,0.950288|0.943403,0.957731|0.963000|0.941397|0.948430,0.951573|0.959046|0.932874|0.938162
899,100,True,2,34.075681,18|22,19.06367041198502,18.84,0.9599529612215913,0.9589681307099526,0.9555917128063682,0.9564611572116822,0.9493224278423592,True,True,79|21,29|27|28|16,0.958968|0.963658,0.955592|0.956322,0.958577|0.963791|0.959673|0.956461,0.953539|0.960091|0.951570|0.949322
900,103,True,2,35.611753,18|23,18.617977528089888,18.679611650485437,0.9541950804694174,0.9509035664384785,0.9408401275085916,0.9448883471132982,0.934542631369014,True,True,89|14,21|29|27|26,0.954713|0.950904,0.950760|0.940840,0.959051|0.959029|0.954188|0.944888,0.953791|0.953088|0.948573|0.934543
901,97,True,1,,19,19.0,19.0,0.95648604455313,0.95648604455313,0.951405928072786,0.916692737124951,0.9017509655681937,True,True,97,37|17|26|17,0.956486,0.951406,0.968978|0.965233|0.959010|0.916693,0.964097|0.959210|0.950637|0.901751
902,102,True,2,35.611753,18|23,18.674157303370787,18.53921568627451,0.9534858052236561,0.9480737065639087,0.9354668048772791,0.9468075877782454,0.9379286416267935,True,True,91|11,29|27|28|18,0.954140|0.948074,0.950109|0.935467,0.957423|0.958934|0.946808|0.949359,0.950544|0.954413|0.937929|0.939201
903,100,True,2,35.698449,18|24,18.741573033707866,18.66,0.9526207385881347,0.9515915859955918,0.9471944661539575,0.9460769132548607,0.938162609431733,True,True,89|11,20|20|30|30,0.951592|0.960948,0.947194|0.953396,0.961253|0.955581|0.946077|0.951436,0.954545|0.948496|0.938163|0.943045
904,106,True,2,35.258594,18|23,18.56179775280899,18.70754716981132,0.9540483633191355,0.9537520290948978,0.9448081339380717,0.9441062258524102,0.9352652937454963,True,True,91|15,14|26|33|33,0.953752|0.955846,0.949800|0.944808,0.956924|0.960016|0.958069|0.944106,0.952286|0.953884|0.952767|0.935265
905,101,True,1,,19,19.0,19.0,0.9593895782079602,0.9593895782079602,0.9547507023443516,0.9345310708509984,0.9221617922789388,True,True,101,18|28|27|28,0.959390,0.954751,0.971076|0.969571|0.966820|0.934531,0.965176|0.965280|0.962729|0.922162
906,91,True,2,35.221012,18|23,18.655430711610485,18.54945054945055,0.9557798598827615,0.9550959451056521,0.9508406848731958,0.9489914153301325,0.9387866374529392,True,True,81|10,21|22|26|22,0.955096|0.961320,0.950841|0.951180,0.960582|0.964106|0.950600|0.948991,0.956006|0.959912|0.941620|0.938787
907,102,True,2,29.740408,17|19,18.632958801498127,18.745098039215687,0.951697602397821,0.9397362175809609,0.9329235909933967,0.9268465693740437,0.9160181217444249,True,True,13|89,24|26|23|29,0.939736|0.953445,0.932924|0.948131,0.955355|0.967415|0.961448|0.926847,0.948024|0.962284|0.955229|0.916018
908,93,True,2,35.944145,18|24,18.674157303370787,18.580645161290324,0.9526222507131997,0.9523235882287869,0.9463454295745777,0.9428484031142483,0.9313000400915425,True,True,84|9,17|27|25|24,0.952324|0.955410,0.947676|0.946345,0.959037|0.956483|0.953473|0.942848,0.951212|0.950635|0.946032|0.931300
909,97,True,1,,19,19.0,19.0,0.9586166497592704,0.9586166497592704,0.953637002587635,0.9282861329402577,0.9156634440998994,True,True,97,23|33|14|27,0.958617,0.953637,0.971540|0.971157|0.966320|0.928286,0.967314|0.967626|0.962294|0.915663
910,102,True,2,34.440085,18|23,18.730337078651687,19.176470588235293,0.9597045166765444,0.9592110461227247,0.9550603656121883,0.9496949712648541,0.9414578748485477,True,True,78|24,38|24|16|24,0.959211|0.961308,0.956372|0.955060,0.961319|0.962217|0.949695|0.961308,0.957960|0.957694|0.941458|0.955060
911,101,True,1,,19,19.0,19.0,0.9602929580099243,0.9602929580099243,0.9562131381980575,0.9210023772289643,0.9069087600111847,True,True,101,31|23|35|12,0.960293,0.956213,0.969026|0.966478|0.961964|0.921002,0.964475|0.961012|0.955591|0.906909
912,101,True,2,35.986499,18|24,18.696629213483146,18.415841584158414,0.953580660945779,0.9530255363142455,0.9485283861792254,0.9390172514707437,0.9259858046213844,True,True,94|7,26|26|26|23,0.953026|0.961035,0.948528|0.949802,0.961246|0.960532|0.951847|0.939017,0.955640|0.955005|0.944397|0.925986
913,98,True,2,35.647570,18|23,18.580524344569287,18.76530612244898,0.9520451199283527,0.9485181401031312,0.9396603101272024,0.9406531435600785,0.932291636153353,True,True,83|15,21|32|18|27,0.952683|0.948518,0.948548|0.939660,0.958477|0.959690|0.948039|0.940653,0.952077|0.954417|0.939579|0.932292
914,89,True,2,35.365688,18|23,18.617977528089888,18.56179775280899,0.9526885272847111,0.9518390066349997,0.9472206090864992,0.9441474053742545,0.9331640729917007,True,True,79|10,26|19|23|21,0.951839|0.959400,0.947221|0.948811,0.955265|0.960383|0.951217|0.944147,0.948102|0.954423|0.942445|0.933164
915,95,True,1,,19,19.0,19.0,0.9593783062743614,0.9593783062743614,0.9545199712997916,0.9281291949357815,0.9122722211910762,True,True,95,31|25|20|19,0.959378,0.954520,0.969675|0.970410|0.959314|0.928129,0.965269|0.965409|0.951304|0.912272
916,98,True,2,36.113195,18|23,18.617977528089888,18.357142857142858,0.9495207417868687,0.9450101956124257,0.9288460909519622,0.9365890584163731,0.9255573513491775,True,True,91|7,35|14|17|32,0.949868|0.945010,0.944845|0.928846,0.957728|0.961453|0.947139|0.936589,0.952622|0.955530|0.936064|0.925557
917,97,True,2,35.258594,18|23,18.692883895131086,18.567010309278352,0.9554800118108079,0.953192155742314,0.9452948028778594,0.9465305555724394,0.9365718500915174,True,True,86|11,26|35|15|21,0.955773|0.953192,0.951843|0.945295,0.959656|0.960646|0.948716|0.946531,0.955081|0.955959|0.936572|0.936887
918,100,True,2,35.720654,18|24,18.674157303370787,18.6,0.9529826750528598,0.952151770688348,0.9477941447292445,0.9425554779378055,0.9333249268221295,True,True,90|10,32|15|22|31,0.952152|0.960461,0.947794|0.952411,0.958413|0.960529|0.954632|0.942555,0.952844|0.953124|0.947432|0.933325
919,96,True,2,34.794155,18|23,18.973782771535582,18.677083333333332,0.9554634358311351,0.9545095339399053,0.950623386919929,0.9436078136135092,0.9335478400639798,True,True,83|13,32|28|21|15,0.954510|0.961554,0.950623|0.950886,0.957426|0.960476|0.943608|0.958518,0.952189|0.956728|0.933548|0.946346
