outer_fold,最大可行组数,组数,切点,推荐孕周,开发组人数,开发平均孕周,开发最低LCB,测试平均孕周,测试总体达标概率,测试审计最低均值,测试审计最低LCB,测试均值安全,测试LCB安全
0,6,1,,19,200,19.0,0.9515546772309522,19.0,0.9598200776794458,0.9128021812753427,0.8937957743578857,True,False
