outer_fold,低BMI周,高BMI周,测试人数,低BMI人数,高BMI人数,平均孕周,总体达标概率,最低审计概率,最低审计层,审计层1,审计层2,审计层3,审计层4,安全通过,审计切点
3,13,21,66,47,19,15.303030303030303,0.869440755948012,0.7960507511044175,3,0.859406547893212,0.8548585934928766,0.7960507511044175,0.9214670179931493,False,30.129913|31.640625|33.516868
0,13,22,67,57,10,14.343283582089553,0.8885664390257464,0.8648349020429312,3,0.893431694056495,0.8832826197525122,0.8648349020429312,0.9313811483729942,False,30.153098|31.686783|34.040136
1,13,22,67,57,10,14.343283582089553,0.8723872215098263,0.8533432660189224,3,0.8668203973875882,0.8596070515481248,0.8533432660189224,0.9256778376055986,False,30.127285|31.724831|33.994467
2,13,22,67,54,13,14.746268656716419,0.8946189120403931,0.869128498172893,1,0.869128498172893,0.8804027895977603,0.888395990885716,0.9252022796292814,False,30.065446|31.721771|33.538981
3,13,22,66,47,19,15.590909090909092,0.8726244863852786,0.7960507511044175,3,0.859406547893212,0.8548585934928766,0.7960507511044175,0.9306029401174795,False,30.129913|31.640625|33.516868
0,13,23,67,57,10,14.492537313432836,0.8899900633056477,0.8648349020429312,3,0.893431694056495,0.8832826197525122,0.8648349020429312,0.9393297172691101,False,30.153098|31.686783|34.040136
1,13,23,67,57,10,14.492537313432836,0.8734891084755833,0.8533432660189224,3,0.8668203973875882,0.8596070515481248,0.8533432660189224,0.9313567935060386,False,30.127285|31.724831|33.994467
2,13,23,67,54,13,14.940298507462687,0.8959929644646148,0.869128498172893,1,0.869128498172893,0.8804027895977603,0.888395990885716,0.9292049540824493,False,30.065446|31.721771|33.538981
3,13,23,66,47,19,15.878787878787879,0.8751962520295564,0.7960507511044175,3,0.859406547893212,0.8548585934928766,0.7960507511044175,0.9379827893575813,False,30.129913|31.640625|33.516868
0,13,24,67,57,10,14.64179104477612,0.8912038840830065,0.8648349020429312,3,0.893431694056495,0.8832826197525122,0.8648349020429312,0.9461068832760305,False,30.153098|31.686783|34.040136
1,13,24,67,57,10,14.64179104477612,0.8744175168727762,0.8533432660189224,3,0.8668203973875882,0.8596070515481248,0.8533432660189224,0.9361416675531096,False,30.127285|31.724831|33.994467
2,13,24,67,54,13,15.134328358208956,0.8971665661849869,0.869128498172893,1,0.869128498172893,0.8804027895977603,0.888395990885716,0.9326237069200548,False,30.065446|31.721771|33.538981
3,13,24,66,47,19,16.166666666666668,0.8772564724942634,0.7960507511044175,3,0.859406547893212,0.8548585934928766,0.7960507511044175,0.9438947263432622,False,30.129913|31.640625|33.516868
0,14,15,67,57,10,14.149253731343284,0.8900527750602938,0.8298879977556816,4,0.9157332961169009,0.9068594391885658,0.8903995017290367,0.8298879977556816,False,30.153098|31.686783|34.040136
1,14,15,67,57,10,14.149253731343284,0.8781360376711763,0.8521876740055585,4,0.891015006201942,0.8844369344608594,0.8786995885314466,0.8521876740055585,False,30.127285|31.724831|33.994467
2,14,15,67,54,13,14.194029850746269,0.8938762482959206,0.8799609282577672,4,0.8926795773854351,0.9026354653579152,0.9100383895343642,0.8799609282577672,False,30.065446|31.721771|33.538981
3,14,15,66,47,19,14.287878787878787,0.8554152092987158,0.816818494725384,4,0.8921758437050289,0.8882276000711565,0.8345613719071431,0.816818494725384,False,30.129913|31.640625|33.516868
0,14,16,67,57,10,14.298507462686567,0.8939945806376776,0.8518964122294074,4,0.9157332961169009,0.9068594391885658,0.8903995017290367,0.8518964122294074,False,30.153098|31.686783|34.040136
1,14,16,67,57,10,14.298507462686567,0.8814870080391192,0.8694580597480331,4,0.891015006201942,0.8844369344608594,0.8786995885314466,0.8694580597480331,False,30.127285|31.724831|33.994467
2,14,16,67,54,13,14.388059701492537,0.8978776705208299,0.8916172451738074,4,0.8926795773854351,0.9026354653579152,0.9100383895343642,0.8916172451738074,True,30.065446|31.721771|33.538981
3,14,16,66,47,19,14.575757575757576,0.8648626408376582,0.8345613719071431,3,0.8921758437050289,0.8882276000711565,0.8345613719071431,0.8439285156632185,False,30.129913|31.640625|33.516868
0,14,17,67,57,10,14.447761194029852,0.8974440295320933,0.8711558352232297,4,0.9157332961169009,0.9068594391885658,0.8903995017290367,0.8711558352232297,False,30.153098|31.686783|34.040136
1,14,17,67,57,10,14.447761194029852,0.8843759689119519,0.8786995885314466,3,0.891015006201942,0.8844369344608594,0.8786995885314466,0.8843473196310945,False,30.127285|31.724831|33.994467
2,14,17,67,54,13,14.582089552238806,0.9013286001210065,0.8926795773854351,1,0.8926795773854351,0.9026354653579152,0.9100383895343642,0.9016699531395392,True,30.065446|31.721771|33.538981
3,14,17,66,47,19,14.863636363636363,0.8729435280660469,0.8345613719071431,3,0.8921758437050289,0.8882276000711565,0.8345613719071431,0.8671171485794645,False,30.129913|31.640625|33.516868
0,14,18,67,57,10,14.597014925373134,0.9004491523720942,0.8879344377465674,4,0.9157332961169009,0.9068594391885658,0.8903995017290367,0.8879344377465674,False,30.153098|31.686783|34.040136
1,14,18,67,57,10,14.597014925373134,0.8868570304192366,0.8786995885314466,3,0.891015006201942,0.8844369344608594,0.8786995885314466,0.897134328937869,False,30.127285|31.724831|33.994467
2,14,18,67,54,13,14.776119402985074,0.9042992272796481,0.8926795773854351,1,0.8926795773854351,0.9026354653579152,0.9100383895343642,0.9103235192103649,True,30.065446|31.721771|33.538981
3,14,18,66,47,19,15.151515151515152,0.87978226015791,0.8345613719071431,3,0.8921758437050289,0.8882276000711565,0.8345613719071431,0.8867413363213322,False,30.129913|31.640625|33.516868
0,14,19,67,57,10,14.746268656716419,0.9030562797923816,0.8903995017290367,3,0.9157332961169009,0.9068594391885658,0.8903995017290367,0.9024908991765047,True,30.153098|31.686783|34.040136
