outer_fold,低BMI周,高BMI周,测试人数,低BMI人数,高BMI人数,平均孕周,总体达标概率,最低审计概率,最低审计层,审计层1,审计层2,审计层3,审计层4,安全通过,审计切点
1,14,19,67,57,10,14.746268656716419,0.8889800694799626,0.8786995885314466,3,0.891015006201942,0.8844369344608594,0.8786995885314466,0.908076145635457,False,30.127285|31.724831|33.994467
2,14,19,67,54,13,14.970149253731343,0.9068521792357395,0.8926795773854351,1,0.8926795773854351,0.9026354653579152,0.9100383895343642,0.91776037925637,True,30.065446|31.721771|33.538981
3,14,19,66,47,19,15.43939393939394,0.885511428511069,0.8345613719071431,3,0.8921758437050289,0.8882276000711565,0.8345613719071431,0.9031815585521364,False,30.129913|31.640625|33.516868
0,14,20,67,57,10,14.895522388059701,0.9053093220842393,0.8903995017290367,3,0.9157332961169009,0.9068594391885658,0.8903995017290367,0.9150703853060443,True,30.153098|31.686783|34.040136
1,14,20,67,57,10,14.895522388059701,0.8907905576255826,0.8786995885314466,3,0.891015006201942,0.8844369344608594,0.8786995885314466,0.9174071230013445,False,30.127285|31.724831|33.994467
2,14,20,67,54,13,15.164179104477611,0.9090429688614101,0.8926795773854351,1,0.8926795773854351,0.9026354653579152,0.9100383895343642,0.9241422446876714,True,30.065446|31.721771|33.538981
3,14,20,66,47,19,15.727272727272727,0.890264913689316,0.8345613719071431,3,0.8921758437050289,0.8882276000711565,0.8345613719071431,0.9168219942810194,False,30.129913|31.640625|33.516868
0,14,21,67,57,10,15.044776119402986,0.9072492390882768,0.8903995017290367,3,0.9157332961169009,0.9068594391885658,0.8903995017290367,0.925901588578587,True,30.153098|31.686783|34.040136
1,14,21,67,57,10,15.044776119402986,0.892329511520048,0.8786995885314466,3,0.891015006201942,0.8844369344608594,0.8786995885314466,0.9253386546112821,False,30.127285|31.724831|33.994467
2,14,21,67,54,13,15.35820895522388,0.910920472348429,0.8926795773854351,1,0.8926795773854351,0.9026354653579152,0.9100383895343642,0.9296114939759437,True,30.065446|31.721771|33.538981
3,14,21,66,47,19,16.015151515151516,0.8941724995352456,0.8345613719071431,3,0.8921758437050289,0.8882276000711565,0.8345613719071431,0.928035066708469,False,30.129913|31.640625|33.516868
0,14,22,67,57,10,15.194029850746269,0.9089137907190684,0.8903995017290367,3,0.9157332961169009,0.9068594391885658,0.8903995017290367,0.9351953351838403,True,30.153098|31.686783|34.040136
1,14,22,67,57,10,15.194029850746269,0.89363363504636,0.8786995885314466,3,0.891015006201942,0.8844369344608594,0.8786995885314466,0.932059906631505,False,30.127285|31.724831|33.994467
2,14,22,67,54,13,15.552238805970148,0.9125275412721284,0.8926795773854351,1,0.8926795773854351,0.9026354653579152,0.9100383895343642,0.9342929556232423,True,30.065446|31.721771|33.538981
3,14,22,66,47,19,16.303030303030305,0.897356229972512,0.8345613719071431,3,0.8921758437050289,0.8882276000711565,0.8345613719071431,0.937170988832799,False,30.129913|31.640625|33.516868
0,14,23,67,57,10,15.343283582089553,0.9103374149989697,0.8903995017290367,3,0.9157332961169009,0.9068594391885658,0.8903995017290367,0.9431439040799562,True,30.153098|31.686783|34.040136
1,14,23,67,57,10,15.343283582089553,0.894735522012117,0.8786995885314466,3,0.891015006201942,0.8844369344608594,0.8786995885314466,0.9377388625319452,False,30.127285|31.724831|33.994467
2,14,23,67,54,13,15.746268656716419,0.9139015936963503,0.8926795773854351,1,0.8926795773854351,0.9026354653579152,0.9100383895343642,0.9382956300764099,True,30.065446|31.721771|33.538981
3,14,23,66,47,19,16.59090909090909,0.89992799561679,0.8345613719071431,3,0.8921758437050289,0.8882276000711565,0.8345613719071431,0.9445508380729007,False,30.129913|31.640625|33.516868
0,14,24,67,57,10,15.492537313432836,0.9115512357763287,0.8903995017290367,3,0.9157332961169009,0.9068594391885658,0.8903995017290367,0.9499210700868767,True,30.153098|31.686783|34.040136
1,14,24,67,57,10,15.492537313432836,0.8956639304093098,0.8786995885314466,3,0.891015006201942,0.8844369344608594,0.8786995885314466,0.942523736579016,False,30.127285|31.724831|33.994467
2,14,24,67,54,13,15.940298507462687,0.9150751954167222,0.8926795773854351,1,0.8926795773854351,0.9026354653579152,0.9100383895343642,0.9417143829140152,True,30.065446|31.721771|33.538981
3,14,24,66,47,19,16.87878787878788,0.9019882160814968,0.8345613719071431,3,0.8921758437050289,0.8882276000711565,0.8345613719071431,0.9504627750585817,False,30.129913|31.640625|33.516868
