重复,多因素减仅BMI_区间负对数评分
305,0.006516271935230079
306,-0.005044166725161914
307,0.010834604229923661
308,-0.0076657983392037984
309,0.017734211661738563
310,0.032981671071192334
311,0.00569382684552561
312,0.006088654736476099
313,0.008355250377271053
314,-0.0004302058443884453
315,-0.005675977243508343
316,-3.108307492605724e-05
317,-0.0007200812165728002
318,-0.009921648994584467
319,-0.01926711306261122
320,-0.000682499404732656
321,0.0026577874660085187
322,-0.007053659510765408
323,0.03190982418668761
324,0.006174014773459574
325,0.0011462241279633363
326,0.013107933126963461
327,0.014180930400638945
328,-0.012993382049973107
329,-0.005962425098045682
330,-0.0008357585972067716
331,0.0020763857443867914
332,0.013806805509225367
333,-0.00047556501098068273
